bins,BQ_S1_,MTF_,BRF1_,RS_S9_,BR1_S2_,SIS_,QH2_S7_,QHS1_S13_,PG_S6_,CY_S3_,SL_S11_,BRS2_,CYS_S13_,RVF_,PLS_,RSS_,TC_S12_,QN_S8_,EPS_S14_,EP_S4_,SLS_,PFS_,QNS_,BRF2_,TCS_,PF_S5_,PBS_,FAS_S15_,BQS_,ETS_,ALL_READS,QHS2_,SI_S10_,BQF_,BRS1_,ESF9_,PGS_,ARS_
bin_126,0,0.028238299,0.009460943,5.85267196,0.023074899,10.47214404,0.007749618,0.00236198,0.01065664,0.009766902,0.065457303,0.016950907,0.115880698,0.021177774,0.024610557,9.001617091,0.05352283,0.106231259,2.116510834,0.566005897,0.01033042,0.126101387,0.025936186,0.033918145,0.024141961,0.104392431,0.008135113,0.016370777,0.021067427,0.058451178,0.869407568,0.132413594,4.014229245,0,0.005792726,4.14173583,0.07933376,0.214309627
bin_89,0.005233594,4.212133869,0.039602722,0.050930019,0.06533026,0.02478526,0.002623574,0.004214055,0.010814002,131.0423569,19.36885067,0.126255902,1.189537647,0.026948327,1.505302811,0.036559033,0.734653009,0.04946545,0.019242234,0.025665057,4.413578612,0.074619779,0.012919791,0.091841751,2.467687865,0.098940443,0.011839433,2.034954876,0.002778732,0.066440226,4.061825845,0.009176157,0.026675697,0.000539025,0.038683201,0.075896303,0.02759077,0.046370837
bin_20,9.40E-05,0.055219549,0.012513472,0.031126801,0.023705143,18.36336135,0.002097058,0.002291157,0.006425163,0.971333062,0.06827034,0.092513176,0.198832005,0.014943512,0.003307209,0.013039687,0.042959476,0.043212281,0.006630191,0.013207447,0.00398661,0.038795616,0.008171917,0.231133323,0.003703056,0.023398631,0.002216722,0.056158889,0.109022879,0.023181257,0.789188203,0.004145316,2.177035183,0,0.003882316,4.247413646,0.009951736,0.139877813
bin_22,0.000634315,3.253599567,0.252804009,0.13490449,0.45783476,0.040769614,0.00123936,0.001190342,0.004449305,0.043948013,3.886094098,11.51870269,0.316356816,0.410216342,0.502798487,0.061966474,0.964133601,0.039065165,0.030891834,0.046948663,8.864902059,0.085133601,0.023150154,5.818198134,0.177090832,0.161202676,0.006555957,6.214323543,0.00878457,0.08647495,0.948589196,0.005488209,0.009622627,0,1.316998255,0.023922198,0.066708402,0.181680121
bin_6,0,0.071071127,0.059305744,0.141712933,0.1023224,0.043422952,0.002226385,0.005993015,0.116296134,0.032017546,0.453550459,0.031336723,0.503255962,0.079062898,0.017276306,0.069005265,0.440029881,0.524021321,0.055103829,0.079356571,0.008330599,0.260261184,0.115248152,0.057908238,0.083989113,0.291669362,0.022594353,0.015380085,1.479231992,0.168912927,0.775582122,0.010864677,0.062128129,0.000640437,0.008951236,0.097840696,15.89116641,1.636874354
bin_213,0.000560006,0.730556982,0.076762494,0.245254266,0.221780998,0.063494563,0.003106564,0.004832546,0.012875982,0.036623798,0.37572011,35.10751316,0.395752451,0.594185237,0.016343809,0.161959568,0.514558931,0.198585291,0.112998346,0.109150454,0.037371126,0.621236168,0.107610997,2.227537511,2.452685172,0.349013697,0.008997547,1.059929252,0.037088579,0.63887958,1.296950355,0.017323186,0.035416214,0.0007446,0.04357292,0.066674521,0.321895914,0.868073559
bin_208,0.010211279,0.016289708,0.001237732,0.006817746,0.017801456,0.003084414,0.000263959,0.000165318,0.030156488,3.474576787,36.80766848,0.004977024,0.133479282,0.014643688,1.841674343,0.001696126,0.213146856,0.008994101,0.00187964,0.000653171,35.61130312,0.005505794,0.003549708,0.009170225,0.335720976,0.001768128,0.004594275,5.10384655,0.01099811,0.00074515,1.122470109,0,0.005528466,0.000387947,0.002883844,0.004697709,0.001441878,0.146999373
bin_101,0.000469972,0.11335913,0.593981319,0.250749294,0.890481842,46.7363211,0.004284642,0.005592997,0.108725397,0.096029412,0.905390057,2.441348716,0.204495692,0.164983307,0.166152581,0.114276418,0.176140613,0.121364426,0.074090937,0.105830684,4.747092547,0.156310843,0.039976,0.536682515,0.081868651,0.208625576,0.006933002,5.09848927,0.116473412,0.172627327,2.135648255,0.009625703,1.731042712,0,0.247713766,2.810208689,0.108029721,0.656069284
bin_388,0,6.668719382,0.992872624,0.033986902,0.874266995,0.011135049,0.003075554,0.001244644,0.005616826,0.043816351,1.493731228,0.647867741,0.008413479,0.090248332,2.076837246,0.004892981,0.04797739,0.001774896,0.002713481,0.010801348,40.15141151,0.012937616,0.012013994,2.102430046,0.018706046,0.006899564,0.000876156,0.169121367,0,0.001976361,0.735093603,0.001034375,0.014079946,0,0.28733847,0.011645709,0.007282254,0
bin_150,0,0.013033939,0.004657108,2.81511864,0.006028709,3.332245389,0.002174754,0.000836468,0.001484139,0.002156757,0.06166573,0.0078421,0.095713483,0.023282495,0.052696488,0.876308747,0.059911961,0.047533244,34.25037319,7.988317947,0.011586082,0.150299911,0.040813893,0.008519262,0.014551441,0.278859795,0.000397867,0.015977595,0.08487749,0.088799205,1.833371768,0.03220573,0.10453271,0,0.002893641,0.829455607,0.059190076,0.118291549
bin_95,0.000892805,5.39985631,1.273666085,0.031593138,2.22781808,0.018629111,0.013710852,59.18741955,0.005491042,4.709392672,15.04816506,0.246135831,7.35534955,0.019087688,0.375107028,0.020465065,0.43517017,0.054422265,0.010286942,0.030010476,1.695360351,0.025339596,0.011476553,0.217515275,0.252955683,0.028759209,0.027669528,1.268520433,0.000445054,0.071194194,6.468352028,0.01489106,0.030893662,0.000213208,1.058800674,0.052332377,0.006898928,0.022247698
bin_393,0,0.021215091,0.003363333,12.92471394,0.00284323,12.56066076,0.000146505,0.000122165,0.001969041,0.003975357,0.011606005,0.004549738,0.005058572,0.004368491,0.00483235,6.353086287,0.006469888,0.005238166,3.517356456,2.024424669,0.011087176,0.013094938,0.001790217,0.006500542,0.005247615,0.031491155,0.001909541,0.005031475,0.053158858,0.00623941,0.984822086,0.000406715,0.882463979,0,0.00324449,0.879676595,0.015953342,0.00243629
bin_121,0,0.067021454,0.987090969,0.036195839,1.021604315,0.017266935,0.003938052,0.000508769,0.075094119,0.023658685,0.225791836,9.933524421,0.069574064,0.820717639,0.039915333,0.008251417,0.154417404,0.134908436,0.003387049,0.062423289,0.272276117,0.068789184,0.022416128,7.368590381,0.025724704,0.025365449,0.013525542,0.114626672,0.005594972,0.011223334,0.499148173,0.012832191,0.017122266,0,0.870817823,0.014259808,0.012842443,0.125495242
bin_318,0,0.043600185,0.337722685,0.050630279,0.100477937,0.0046548,0.000588445,0.000331915,0.010790558,0.002855792,0.035089587,0.001628739,0.018778567,0.014234173,0.003424513,0.003469968,0.083953197,0.105935069,0.004517985,0.004819012,0.001523063,0.024465022,0.011114472,100.2133333,0.003654283,0.034244113,0.001817846,0.002357423,0.000589525,0.007520746,1.542699885,0.000851124,0.167378945,0,0.000595682,0.202864867,0.009401895,0.041744704
bin_8,0.000475085,0.124157627,0.821819758,0.002431128,1.187506137,0.004120392,0.000574849,0.000682047,0.00116149,0.171964134,4.484910597,10.87493062,0.008373089,0.22727063,0.217494413,0.004251315,0.992355442,0.010016833,0.002746281,0.003919416,4.034265883,0.006984291,0.001106786,5.487145111,0.02041118,0.006742378,0.000798402,3.13722134,0.000290773,0.00137039,0.687558068,0.001010174,0.000665205,0,0.513133276,0.003835631,0.002894609,0.004805786
bin_274,0,0.082143274,0.008811124,2.747461512,0.018351591,10.3735852,0.019399335,0.000634544,0.007599076,0.011409069,0.088811244,0.041505526,0.073913287,0.023210345,0.010111842,0.655466945,0.066378902,0.051680221,1.113144965,0.844765764,0.027706125,0.085762983,0.02531923,0.040385024,0.013782205,0.121631156,0.000302568,0.031512571,0.031750358,0.071830021,0.524452915,0.036159302,0.397887077,0,0.005932119,0.3674128,0.121822993,0.283249987
bin_138,0.000141509,0.158177468,0.150641911,1.095484884,0.281576991,0.269012416,0.00299374,0.033762378,0.974653449,0.060433766,1.134640511,0.107090353,1.145433133,0.258560623,0.032343067,0.582368508,1.097346999,1.665586922,0.612319249,0.302043366,0.031151681,1.704853907,0.813380581,0.107936098,0.162902797,2.506604404,0.049870889,0.177798694,2.333527775,0.414632261,1.528415226,0.016504767,0.078045848,0.000450084,0.16099619,0.14398414,26.33441134,3.096361406
bin_1,0,0.06628445,0.006951886,0.088376948,0.013947604,56.25269664,0.002668775,0.003778333,0.00560291,0.007866987,0.101208401,0.00905815,0.018091618,0.028374252,0.002680339,0.043692559,0.037947854,0.030593375,0.034765173,0.074089781,0.006128581,0.073931386,0.012947552,0.037198196,0.014723699,0.082863329,0.001217736,0.009971845,0.052426071,0.013151445,2.073298316,0.025512646,1.251690832,0,0.003488819,3.680655647,0.021026829,0.001393966
bin_45,0.000738118,0.154090673,0.02327733,0.032983567,0.052299414,0.016419101,0.000307477,0.00103705,0.00200044,45.49721058,8.252449611,0.005594287,2.357464505,0.442567909,0.232105651,0.017408473,36.79972922,0.048634932,0.013484392,0.041609481,3.342045209,0.03679187,0.012890289,0.027577897,5.072081631,0.03635614,0.00112602,0.076632844,0.009371676,0.02352956,1.947686752,0.003194509,0.014012496,0,0.028847358,0.042549653,0.016160785,0.113778749
bin_173,0,0.338199892,1.551834061,0.067811103,1.90113084,0.024726972,0.001271169,0.001533601,0.001841929,0.055463212,0.192578174,0.019290913,0.115017247,0.016127779,0.123463581,0.028770402,0.105984808,0.077537495,0.022779663,0.032598166,0.058409102,0.037911911,0.018330626,0.017214383,0.209392241,0.068629733,0.258585917,0.044061396,0.003177282,0.062160122,1.499695488,0.003257487,0.010384409,0,90.32936047,0.017071897,0.03726464,0.398739017
bin_290,0,0.038659529,0.017511061,21.86387851,0.031190864,3.574825646,0.032468636,0.003654863,0.006405108,0.011467014,0.173260198,0.039909933,0.135843761,0.0440231,0.126849104,91.36840622,0.099136218,0.096854931,8.717014572,0.715763316,0.02190846,0.147533439,0.028643418,0.036467824,0.021407121,0.177560041,0.005087774,0.04219703,0.199544069,0.11181231,2.540415031,0.107655414,0.340633868,0.000237061,0.010867342,0.549636054,0.078485198,0.354832931
bin_359,0.017788896,7.601426739,0.009220887,0.004822488,0.013098292,0.002446654,0.000151597,0.000855383,0.000124389,0.046456238,22.07109284,0.102258831,0.052468581,0.007830114,0.652501749,0.0005622,0.056925477,0,0.000246639,0.00352499,11.41639504,0.006130832,0.000618807,0.02819616,0.018917051,0.001158327,0,96.40581222,2.51E-06,0,3.969040966,0.000712399,0.003426359,0,0.013245007,0.001196765,0.001368725,0.005418605
bin_155,0.002298823,0.048727098,0.085451185,0.085505841,0.379557264,0.01925011,0.001371513,0.00175526,0.002492371,0.081318115,0.246538106,45.01009934,2.877321066,1.605847412,0.016391422,0.037908897,0.083448293,0.085812213,0.037114921,0.04517383,0.221081695,0.06993861,0.031538701,4.472824014,0.021955395,0.097822016,0.005412636,11.87949929,0.001689571,9.61395175,2.128903253,0.0024793,0.01240285,0,0.022180754,0.016720974,0.037894119,0.996489748
bin_377,0.032482104,9.219482151,0.141078349,0.009191993,0.134144743,0.001057439,0,0.001176415,0.000145235,11.40147414,32.70657777,0.028675986,1.00002086,0.04065298,2.558698202,0.003204265,0.708930938,0.001550142,0.002785381,0.004051238,50.42672476,0,0.000584351,0.031179135,0.121823421,0.006622457,0.003004755,288.2020593,0.011597454,0.005559259,11.77073918,0,0.007280558,0.000283087,0.11525556,0.015780472,0.000685348,0.100044356
bin_90,0,0.005373556,0.004913097,18.14984401,0.004202426,2.509756262,0.105881518,6.74E-05,0.00236662,0.002778061,0.005867379,0.002214248,0.007565056,0.015945148,0.117282338,75.91824286,0.012975216,0.007640055,12.63899383,4.937458678,0.005910843,0.048934681,0.002457333,0.010912252,0.002403136,0.023356384,0.001852566,0.002075487,0.029061001,0.006811135,2.47055677,1.857385699,0.309304855,0,0.000850943,0.549983028,0.030709619,0.031698428
bin_42,0.006120841,0.078806592,0.029996326,0.01388105,0.048989669,0.002619768,0.001107225,0.000249478,0.003084394,9.295280581,16.47654404,0.15599967,0.108091518,0.305294928,1.89159387,0.006163174,20.41206826,0.010015745,0.003178787,0.006065442,10.65175667,0.016521614,0.002828537,0.029795418,8.135405723,0.014032251,0.001351841,31.82934271,0.003817004,0.01586324,2.118574692,0.000852086,0.007847653,0,0.044942558,0.015255414,0.0070815,0.002055586
bin_33,0.004653604,0.046671617,0.009138084,4.097493132,0.025801891,0.066278486,0.00261212,0.000882879,0.008436329,0.022601657,0.07158655,0.010775949,0.098845591,0.025669975,0.051585933,23.7658206,0.070357864,0.089094309,5.41297336,3.782117262,0.014069945,0.116546492,0.027151917,0.032449122,0.010391988,0.136858174,0.003358069,0.016826003,0.005141166,0.046545849,0.833009777,0.009692973,0.07668032,0,0.001170614,0.059069341,0.049793601,0.211429273
bin_232,6.001777556,0.153238588,0.001007742,0.001701915,0.001729219,0.000678881,0,0,0.000143637,5.78511195,0.01101665,0.001559532,0.038128124,0.010886668,0.332503988,0.000659294,0.239540058,0.002863045,0.000578554,0,0.007686679,0.001085014,0.044801411,0.003761493,0.000876778,0.001120659,0,0.00257659,3.112772319,0,1.248161551,0.000423257,0.001537131,18.81013513,0.014738224,0.005408297,0.000583132,0.016007669
bin_260,0,0.026656176,0.009332341,0.037744415,0.009294087,0.006513492,0.000628276,0.000533668,0.002672157,0.005310698,0.032369142,0.012966119,0.048474066,0.046262644,5.186902798,0.036217992,0.047454082,1.683790835,0.094350813,0.024330588,0.006401521,0.370254735,16.34265922,0.015979787,0.007982602,0.617238901,0.002789353,0.008228793,0.02082331,0.030669181,0.857896668,0.008121597,0.010747732,0,0.002015367,0.014532696,0.01615683,0.022760694
bin_14,0.000256518,0.116295084,0.118428432,0.174852974,0.18860668,0.088517886,0.011387475,0.007285561,0.077730577,0.16277112,0.669680672,0.071675474,0.641688732,0.412588085,0.113398074,0.122732447,1.816439747,1.730001381,0.117082233,0.351777467,0.0164315,181.928963,0.63369959,0.287959742,0.237314519,11.59583715,0.025462775,0.068123065,0.033209007,0.184290232,2.483428928,0.031525883,0.206976906,0.000259341,0.010865136,0.29371652,0.423295441,1.52638503
bin_149,0,0.069825313,0.012558117,0.054625673,0.033751313,10.27540443,0.001146966,0.001773102,0.002680638,0.023621933,0.244057402,0.005054291,0.163903485,0.033755464,0.001483175,0.029062514,0.074830748,0.159909847,0.018930655,0.014587524,0.001039697,0.058762529,0.019734671,0.028010012,0.013369731,0.080859393,0.005703072,0.003525497,0.042513302,0.023615704,0.412659046,0.002242422,0.674293781,0.000621166,0.001600011,1.3839357,0.015450051,0.113921539
bin_44,0,0.808391496,0.055769099,0.378039286,0.081510806,0.077642312,4.849850069,2.263234481,0.025429289,0.07673887,0.071459528,0.8834062,0.203545276,0.142213663,0.822019527,0.159582855,0.326091485,0.127340091,0.175308586,0.471454171,0.041281447,0.147538038,0.119670462,0.399111259,0.184723419,0.38043391,0.002935248,0.16946046,0.003004764,0.082258224,1.952692891,44.56609989,0.05013609,0.000599521,0.016635658,0.100992089,0.034856573,0.012305641
bin_97,0.000394178,0.13735723,0.100662106,0.185781948,0.143191986,0.058241132,0.006030272,0.003631631,0.188946741,0.051661158,0.377262771,0.024602508,0.399583172,0.122872405,0.022951986,0.080857086,0.634882438,0.954032637,0.062963739,0.18199003,0.013464572,0.373318124,19.57759557,0.14108495,0.096020407,0.466579535,0.021575013,0.03063592,0.017351572,0.13599162,0.970772116,0.01601565,0.18171915,0.000202187,0.010809797,0.255159014,0.119382127,1.368041025
bin_224,0.003742371,31.1128059,0.552868359,0.095444772,0.802352452,0.034096814,0.001679439,0.00140909,0.003064115,263.8221143,25.93353177,0.027494702,1.834586559,0.053550637,1.185603957,0.060624827,2.286653459,0.052474603,0.04805001,0.041978639,2.55752589,0.038948332,0.022082229,0.062016581,1.3767492,0.068418302,0.003940624,0.68320044,0.007028466,0.06762004,8.034867104,0.008343988,0.015222019,0.000351171,0.400230456,0.055694913,0.032975062,0.310007896
bin_137,0.001314857,1.219043068,0.03257096,0.176777466,0.077096619,0.513720558,0.011706344,24.06676788,0.0219314,0.752000719,2.727021048,1.52987242,1.040853593,0.103756146,0.081303599,0.123887468,4.915965469,0.193374262,0.107911764,0.075893529,0.725648824,0.158705006,0.114768063,0.203280212,3.73408659,0.287742964,0.015659007,3.641194776,0.032532616,0.308922411,2.877572061,0.110585811,0.087577491,0.000332458,0.014173816,0.225567726,0.239675209,1.22314045
bin_156,0.000364624,0.311146041,0.063602683,0.039976393,0.14463785,0.029609638,0.000128088,0.008234994,0.001121749,1.479543829,0.628644769,0.096835731,345.0518608,0.022333836,0.459794067,0.032096618,1.161780173,0.038679449,0.018202422,0.013926361,0.569727241,0.026759302,0.015816139,0.017843732,0.892774262,0.04918839,0.001000435,1.776061042,0.008086271,0.08252929,5.996310916,0.002060095,0.005260556,0,0.363571737,0.009350633,0.076638626,0.326693361
bin_124,0.000159532,0.199955394,0.271940818,0.355583743,0.241682463,0.090979097,0.005317466,0.005981838,0.0049382,0.086056351,0.46064023,27.29882673,0.274807999,0.131956699,0.07897281,0.149277418,4.160611487,0.16795012,0.083214024,0.096029481,1.381705416,0.163415715,0.057582659,8.43666646,9.053908713,0.234801524,0.005470347,1.023453981,0.019343732,0.210264558,1.268225849,0.015687713,0.033009083,0.000150568,0.448271192,0.064244938,0.127736753,0.576702822
bin_153,0.001123929,0.149115136,0.130152815,0.254309176,0.206313968,0.212776506,0.024808812,0.014650366,0.882147853,0.09066744,0.660980593,0.053772116,0.701122705,0.426027083,0.04741726,0.156779956,0.904023463,1.050241778,0.281940108,0.813789783,0.027621178,0.965132184,0.281769207,0.289149552,0.209493356,1.069899187,0.028274113,0.069647959,4.434981296,0.240353441,2.200164092,0.068505792,0.567400246,0.001450711,0.021969414,0.760077003,43.89188026,1.77181152
bin_48,0,0.115533938,0.008466526,0.211977217,0.026535077,0.014711638,0.003737646,0.00279465,0.150911706,0.02920338,0.124474055,0.009143913,0.161655885,0.089846079,0.008664563,0.090238066,1.342729098,0.415459537,0.029883319,0.360838076,0.01393213,40.90445856,0.118298917,0.076220743,0.01023114,9.275415541,0.002868884,0.012476778,0.009708923,0.090507238,0.731485671,0.005958156,0.156770107,0,0,0.148075755,0.07246007,0.04336196
bin_271,0,0.004133794,0.001751594,28.08312505,0.004256122,1.646916496,0.000304724,0,0.000623255,0.004503846,0.009907025,0.001589732,0.002672657,0.007595856,0.023358283,39.91818097,0.006336231,0.017280997,2.274924319,1.660551825,0,0.03002375,0.00883595,0.001313577,0.003069128,0.018272192,0,0.00143069,0.034803691,0.002490481,1.351313464,0.000350311,0.056621452,0,0,0.077907054,0.006569636,0.002528376
bin_29,0,5.790150995,0.333969948,0.014896791,0.504400209,0.004251758,0,0.00049374,0.000203221,0.025017228,1.349435902,0.380815559,0.002871809,0.009790257,2.029271986,0.002839171,0.034730302,0.000999646,0.00228013,0.006799275,34.96815122,0.005884844,0.001922823,0.62857859,0.005096841,0.004616923,0.001358669,0.398417889,0,0.00327084,0.619665906,0.001880361,0.0020005,0,0.581733438,0.005428539,0.000793776,0.008495037
bin_275,0,0.010234903,0.0049585,24.2263157,0.003852898,18.36710106,0.000218673,0.000461453,0.000786575,0.001945457,0.003686278,0.001058209,0.008888271,0.000895105,0.016639598,5.853111702,0.007123184,0.012223229,3.503158706,1.070777299,0,0.022795752,0.000542311,0.001646353,0,0.009064001,0.00021049,1.78E-05,0.015727366,0,1.329379597,0,0.816890049,0,0,1.172311781,0.000376679,0
bin_117,0,0.061789961,0.01010906,20.616026,0.018449824,0.732919911,0.006001589,0.000396031,0.023378712,0.012955456,0.05565016,0.0064982,0.014197358,0.032038507,0.045208377,33.70372386,0.047375014,0.08122609,6.333307808,3.396800564,0.012829589,0.171289464,0.04015798,0.041522647,0.031958398,0.088075778,0.00175295,0.00609608,0.033293632,0.019661003,1.341560763,0.118250676,0.555376984,0,0.000803918,1.103043498,0.045672017,0.014823111
bin_66,0,0.026871102,0.008320238,3.686327402,0.012551792,0.040066963,0.001894813,5.30E-05,0.005861499,0.012739809,0.012310867,0.003262182,0.014081322,0.007491711,0.04573028,48.29977722,0.021591645,0.04647879,6.359114715,0.653153293,0.003828055,0.091771492,0.012937414,0.019897213,0.007960926,0.038599117,0.001409883,0.004413589,0.004425106,0.012160966,1.221526495,0.019666537,0.190288138,0,0.000334822,0.296422105,0.012452675,0.027653372
bin_73,0.002180933,0.327370836,0.325697265,0.021476126,0.844958793,0.000400732,0.029115763,0.000724467,0.003661404,9.943818127,0.680349284,10.21804164,7.486555853,0.131817227,0.036012208,0.014912757,0.462942061,0.15517822,0.006401586,0.005324913,0.431771919,0.054470958,0.035993994,7.627339235,0.023226059,0.304135735,0.015249165,8.389305162,0.000892411,1.22274962,1.199927571,0.001628178,0.012810053,0,0.024862729,0.022514889,0.00676742,0.428816708
bin_285,0.000288577,2.58526738,3.160040391,0.026969895,1.602536512,0.014611414,0.001099847,0.00062254,0.00377554,48.47135233,4.302937939,0.186403259,0.9450427,0.065292887,3.490235661,0.013318065,2.364458346,0.047478835,0.010387948,0.017577476,0.657664192,0.02771763,0.006898575,0.303762605,2.130198785,0.02950675,0.012807471,0.954113196,0.002706613,0.004946921,1.640627004,0.003052132,0.020998732,0,1.305466201,0.085762236,0.005044531,0.034297277
bin_52,0,0.046318831,0.017326417,13.29099034,0.03741696,0.049682179,0.10115577,0.001615227,0.004088468,0.012184729,0.078009392,0.014690725,0.035682916,0.020968304,0.097369626,6.092769127,0.028482821,0.038650769,118.9028759,0.512405394,0.004847257,0.134365886,0.018358888,0.025133509,0.011463017,0.198887588,0.003625292,0.019323704,0.00373423,0.023845676,5.397775502,0.093683934,0.007999445,0.000216514,0.001102828,0.021917425,0.03020027,0.079600123
bin_308,0.001098049,0.400447534,0.43451822,1.015092431,0.655212103,0.813067349,0.024415582,0.01816338,0.054399486,0.411627118,3.031350176,0.124785099,2.391482544,0.550483183,0.138514394,0.859420496,3.462235088,9.633435019,0.533329973,0.954637594,0.034094714,7.648438786,16.81107564,0.552609734,0.515232303,48.83400368,0.093862126,0.151064463,0.067565085,0.658174313,2.467750023,0.129630839,2.043477363,0.001066286,0.037579695,3.566578987,0.488729543,8.327872714
bin_36,0.000328527,0.237777693,0.153507206,0.824019195,0.243658362,0.246407404,0.00808383,0.011488332,0.04970787,0.121517492,1.353212538,0.112089904,1.456205035,0.302044845,5.616221714,0.645441966,0.860371348,1.696949482,0.38649588,0.370967042,0.027027206,2.708873404,32.85457884,0.196195033,0.169121388,1.189690714,0.032592612,0.129782588,0.299899004,0.59247893,1.882130906,0.047096826,0.175737104,0.000515251,0.057863111,0.31677759,1.897613264,3.281410576
bin_129,0.000254758,0.137161301,0.06518763,11.06431652,0.100926885,36.42318825,0.008030873,0.008541197,0.009689913,0.045889002,0.516676368,0.049956784,0.463304568,0.122420742,0.02868023,10.09559126,0.524090232,0.57410524,4.787211374,3.274978663,0.019352883,0.334286649,0.143216105,0.082417405,0.147577699,0.437143579,0.010605322,0.064221289,0.117869652,0.254855912,2.092031138,0.027819612,1.574905595,0,0.033236491,4.012359907,0.15441794,1.574884402
bin_49,0,0.058045212,0.029966545,0.048885329,0.050719011,0.025539026,0.012059424,0.001249345,0.030943137,0.024732838,0.117920767,0.017237016,0.135025759,0.036178049,0.004773893,0.039052683,0.164821935,0.231727805,0.028055774,0.057806016,0.012174667,0.100103027,0.045554549,0.028131302,0.025258838,0.154914509,228.0173919,0.026731284,0.048836295,0.048392263,8.22375472,0.010484105,0.057046624,0.000242963,0.008312815,0.090799543,0.087193736,0.386596794
bin_320,0.000368215,1.404680446,0.813589983,0.02257161,1.335507933,0.010425394,0.000847673,0.001422306,0.001567019,1.456052009,0.353239946,0.982898492,655.8096247,0.015458085,1.482456039,0.026368865,0.680286355,0.075448233,0.01642862,0.020516652,0.507121573,0.046414471,0.034097227,0.055292241,2.889966168,0.065287594,0.004648013,0.561019297,0.019213239,0.078258955,11.5108218,0.001758258,0.012062269,0,1.189127175,0.015476651,0.105686319,0.773536451
bin_40,0,0.12936954,28.16213744,0.297369517,38.60933601,0.072821524,0.002153443,0.006922656,0.007953189,0.548318504,0.494239236,0.139205269,0.522925687,0.070424584,0.020998898,0.200807888,0.34473703,0.283133898,0.163166664,0.137403994,0.073164252,0.18844918,0.084814828,0.236908617,0.065991386,0.262966937,0.027287312,0.13079299,0.018239129,0.261065363,1.052451629,0.01104145,0.065340546,0.002359936,3.294752259,0.083990788,0.134213356,1.57162879
bin_247,0.000156056,0.082436397,0.042024291,0.245094131,0.080965848,0.061904174,4.49846065,0.173252983,0.013218686,0.109504225,0.552007991,0.063573207,0.536325368,0.080240693,1.682376994,0.11543346,0.27123101,0.237139936,0.085077068,0.087548671,0.019656986,0.294001984,0.128809771,0.05147388,0.083227687,0.320354584,0.014986663,0.310708215,0.024724128,0.276291117,1.259549723,28.71331642,0.038560894,0.000421729,0.026073707,0.082736038,0.25019956,1.13094519
bin_221,0.000345118,0.19351351,0.142243044,0.30792428,0.306384971,0.114266428,0.003460661,0.017111356,0.008609018,0.064949955,1.17655211,18.01132183,0.856545246,0.073420197,0.165069314,0.194365109,0.513261518,0.241911274,0.160590704,0.112115023,3.083181428,0.271863091,0.11961064,1.678100925,0.202707459,0.360313593,0.011137929,3.480867144,0.057168532,0.431329213,0.873002115,0.015422012,0.046468942,0.000578886,0.344910779,0.111518056,0.368480154,1.417041738
bin_18,0.000297493,0.130277517,0.163474025,0.294331409,0.186747062,0.092553191,0.010171595,0.004592841,0.040418774,0.094226379,0.563033448,0.033966251,0.588387446,0.231177789,2.251274042,0.140570275,1.081183635,2.977597164,0.105476374,0.212628725,0.016519337,1.056829332,12.2339118,0.151991978,0.166826293,1.101303573,0.026547693,0.046093137,0.033867665,0.214653517,0.769718833,0.039102228,0.573302063,0.001381716,0.01257707,0.820537402,0.167971908,2.16842263
bin_375,0,0.02399825,0.004040841,1.016046998,0.015217205,11.36139382,0.001173597,0.000506675,0.004415363,0.005944558,0.139151922,0.043609268,0.105094076,0.021840024,0.004782497,0.340121167,0.042800035,0.04591377,0.072548062,0.141102862,0.020028825,0.169169192,0.019915232,0.025779718,0.019489345,0.263972782,0.003728363,0.020760699,0.017181676,0.08452761,0.468604389,0.00395376,0.562733315,0.000363924,0.001790625,0.494882248,0.084205784,0.20491799
bin_28,0,0.084803508,0.071272501,21.70087441,0.092399012,88.37698869,0.151305391,0.076634305,0.005229713,0.040220937,0.421688659,0.122561621,0.432020408,0.086274519,0.073224678,6.764156474,0.222030789,0.260487637,9.30688808,13.08060135,0.047661651,0.175625574,0.08866214,0.053804301,0.033147012,0.217094912,0.01161886,0.082337447,0.177603281,0.291814886,4.457104545,0.526866735,1.483243979,0,0.086567609,3.129027469,0.104453709,1.530588923
bin_398,0,0.036261975,0.015289358,0.905451657,0.036008946,0.87011007,0.882443882,0.007027549,0.015508758,0.024093296,0.181789945,0.035420545,0.161282687,0.027905742,1.04636107,1.271473925,0.099173268,0.114683353,1.982043719,1.08690907,0.023870747,0.138161481,0.045338261,0.034057714,0.027856348,0.166361533,0.004591313,0.04908189,0.019356395,0.122736752,0.642936301,12.55012943,0.069662172,0.00083947,0.004602401,0.115481416,0.079654026,0.365456992
bin_88,0,0.08161489,0.044117779,0.534111379,0.107966151,0.096548084,0.00397532,0.004155106,0.199649398,0.035876362,0.410407725,0.054119245,0.531308434,0.072074334,0.012968979,0.305433972,0.241469796,0.33889114,0.193823005,0.178701513,0.018152055,0.217240774,0.091460217,0.050151006,0.040414465,0.281898128,0.014931081,0.065552757,3.127883452,0.238203794,1.875492058,0.018553286,0.053768177,0.000506781,0.026738367,0.081874513,41.11134801,1.839427072
