bins,BQ_S1_,MTF_,BRF1_,RS_S9_,BR1_S2_,SIS_,QH2_S7_,QHS1_S13_,PG_S6_,CY_S3_,SL_S11_,BRS2_,CYS_S13_,RVF_,PLS_,RSS_,TC_S12_,QN_S8_,EPS_S14_,EP_S4_,SLS_,PFS_,QNS_,BRF2_,TCS_,PF_S5_,PBS_,FAS_S15_,BQS_,ETS_,ALL_READS,QHS2_,SI_S10_,BQF_,BRS1_,ESF9_,PGS_,ARS_
bin_119,0.000520021,0.341734071,0.213478609,1.65289728,0.344491153,0.334305849,0.077183236,0.013232426,0.042219979,0.367261879,1.550778782,0.067453291,1.445196989,0.379639515,0.086947144,19.69050683,2.38361407,1.678389906,12.07760096,5.514529269,0.051210893,1.423390163,0.473733817,0.428861654,0.527747464,1.745143148,0.037501196,0.111982565,0.025147714,0.479082995,1.31696156,0.114593243,0.949118065,0.001358798,0.02090828,1.14689253,0.251877861,3.148220798
bin_214,0,0.033326971,0.005153256,7.102355576,0.01316567,1.300765855,0.000828205,0.001344659,0.006194564,0.004746945,0.036489086,0.012875768,0.024111867,0.016218482,0.008671438,20.17013044,0.028262681,0.031350117,9.006760179,1.838439773,0.028347414,0.045456184,0.00995295,0.015736974,0.018389837,0.087624031,0.003171101,0.020487175,0.048350885,0.014353592,0.956080537,0.001123094,0.092785366,0,0.003042024,0.124510385,0.044083342,0.136303803
bin_68,0,1.958640209,0.325679355,0.351047,0.607586963,0.08179631,0.002375297,0.07583175,0.008807671,0.925913443,1.206153162,0.530222058,1.17232408,0.191181443,0.017806477,0.192191705,2.468230423,0.402429752,0.108595464,0.092185633,0.094439426,0.20356339,0.100286481,0.093461914,0.147556154,0.407902184,0.016455121,0.828529976,0.005660181,36.35775544,0.783286165,0.008530282,0.047286943,0,0.240692772,0.101634994,0.10836829,2.56180972
bin_102,0.008076295,0.060884198,0.017241527,0.027586527,0.050239762,0.008798368,0.000905226,0.000848198,0.014378328,4.484462688,12.09805274,0.094600702,0.112796044,0.030723459,0.930789685,0.018193958,0.71367972,0.02474776,0.008708857,0.007767392,2.932421771,0.035557257,0.010062789,0.023942176,1.666238422,0.080272217,0.000596854,41.62768196,0.001783746,0.030245893,1.813740981,0.005413452,0.005189842,0.000179143,0.047819743,0.011494478,0.01873124,0.083700622
bin_327,0.000376511,0.014139516,0.060858783,19.69327393,0.009148615,403.6492535,0.022182468,0.014306699,0.000592366,0,0.036514126,0.006025934,0.049543131,0.01336592,0.053094145,4.017413926,0.012812186,0.021690023,11.37468924,19.34297074,0.018944471,0.011409952,0.008486294,0.015470941,0.001073113,0.020942563,0.005067512,0.004115081,1.305091644,0.013179921,15.8843918,0.321237466,10.18340487,0,0.011020627,15.03345763,0.01534625,0.046269098
bin_85,0,0.018152727,0.003378103,0.0445599,0.008501829,0.011938546,0.000734651,0.000904054,1.193895442,0.002125663,0.01773535,0.006144775,0.016799215,0.01486625,0.001507026,0.018845853,0.027331176,0.027001726,0.013529365,0.024121364,0.005267571,0.02074324,0.009965553,0.01874097,0.010016308,0.049772841,0.003405749,0.016241074,2.8277321,0.022516792,1.901047969,0.001410279,0.004119593,0.000204943,0.002068993,0.006921906,42.03691202,0.043060045
bin_350,0,0.051590573,0.001411895,0.042017835,0.008854465,0.009610334,0.000248161,0.000180022,0.002080877,0.018172145,0.060582832,0.01889554,0.033069508,0.063497176,0.013596611,0.032267892,3.818464414,0.029971845,0.009060971,0.009725577,0.029178435,0.033145595,0.009767182,0.017821516,32.71012227,0.034164431,0.00168773,0.019551378,0.009910882,0.014479415,0.495062395,0.002689675,0.006587868,0,0.000528704,0.012493005,0.01531633,0.071567344
bin_194,0.000117405,0.095168096,0.071378314,0.194094275,0.126959497,0.074616249,0.003024555,0.006509612,0.477008389,0.039827159,0.566114515,0.038026779,0.593649238,0.104801641,0.016591562,0.113712178,0.448122078,0.604467022,0.06951945,0.084010925,0.006647004,0.302012709,0.134935003,0.06690641,0.08301555,0.352241245,0.024308551,0.022869946,1.534742139,0.193943644,0.772412418,0.017448335,0.121467056,0.001045035,0.014588796,0.18551813,14.68668791,1.636201429
bin_206,0.00048465,0.014222571,0.006046703,0.032008783,0.012694675,0.005045007,0.001089561,0.000738863,0.208130603,0.003707623,0.027904732,0.006856575,0.03610249,0.021860177,0,0.017854337,0.035251814,0.034018679,0.012204378,0.031647809,0.008982161,0.016231807,0.012276323,0.027890752,0.006706976,0.037341936,0.002464417,0.024111857,0.793590897,0.026771026,0.466085137,0,0.0117221,0.002933024,0,0.006894868,10.1990269,0.273769188
bin_46,0,0.031141259,0.009069911,0.053784684,0.034662583,15.2268203,0.000395938,0.001084319,0.004483333,0.013265205,0.102349002,0.008422307,0.082956217,0.011649581,0.002110276,0.031597866,0.056148298,0.136927025,0.019668639,0.013512616,0.003087392,0.0223038,0.010770181,0.032586245,0.004262589,0.050204722,0.004685645,0.006664266,0.02232879,0.026962576,0.644886376,0.002257329,2.08059672,9.64E-05,0.002664089,4.314436839,0.013283777,0.424919784
bin_394,0,0.146605052,0.207040383,0.081461484,0.334271858,0.007494937,0.008528594,0,0.016691013,0.642889127,0.389046925,4.014608541,0.050292404,0.058962806,0.010827476,0.026759611,0.16379669,0.031405971,0.007364655,0.048826874,0.081744898,0.122237041,0.024658606,101.4004948,0.018359702,0.289242593,0.007400837,0.257245039,0.003395391,0.033559143,1.724532439,0.001548518,0.01051575,0,0.007056977,0.013687122,0.076010932,0.027728955
bin_367,0.000187723,0.058499894,0.048735545,0.296163537,0.076093456,0.183848892,0.021854134,0.002497236,0.309985479,0.024259607,0.328690987,0.029720859,0.364232202,0.039629568,0.017691683,0.187966056,0.210580948,0.236757853,0.167204774,0.490710039,0.023183055,0.401030744,0.076737671,0.052908747,0.047978255,0.259536443,0.010504453,0.042002053,1.344465155,0.165784249,0.799471709,0.190996523,0.069862578,0.000187597,0.022597732,0.113083412,15.67005023,2.890495193
bin_37,0,0.011826876,0.009984115,4.290882398,0.005195706,18.79934644,0.000415388,0.000289182,0.004593084,0.018001935,0.016089071,0.004965941,0.021357125,0.010054385,0.010414612,1.65999074,0.014438297,0.033452813,6.77965116,23.32391395,0.005272209,0.020233032,0.009549127,0.006247834,0.003558767,0.028636737,0.002225055,0.002359026,0.04491168,0.007063033,1.702008133,0.002675709,2.302151361,0,0.002971239,3.315102331,0.011059351,0.040023047
bin_239,0.000647265,0.489906889,0.05293272,0.045046413,0.090273666,0.039606169,0.005782459,0.148921531,0.017423066,59.02523442,9.506353826,0.067007064,1.2381677,0.17638489,0.532100025,0.031947754,1.484416364,0.071875317,0.02130813,0.162281935,5.038764232,0.025571474,0.019742764,0.336367699,0.172333376,0.059146732,0.006962418,0.478865594,0,0.042688817,1.858409313,0.003857973,0.036247914,0,0.064269033,0.08241547,0.011502201,0.006582056
bin_81,0,0.096545211,0.05185121,2.872397573,0.101753803,0.094587782,0.019421215,0.002918022,0.016323374,0.028209199,0.458535766,0.047339727,0.386279265,0.096744976,0.044591741,4.191934323,0.183638999,0.216752473,29.36553337,3.964899812,0.022576227,0.265410282,0.12451409,0.107035858,0.041682318,0.2734248,0.008493494,0.084861556,0.028877776,0.185108142,1.517583258,0.085299006,0.045900492,0.000492998,0.037696054,0.083901111,0.110268116,0.816299137
bin_309,0.000122022,0.141239231,0.095999637,2.98302109,0.177570104,0.258203322,0.008222375,0.009896713,0.088386444,0.05933314,0.936398906,0.068121907,0.963187491,0.174367504,0.08333732,8.659706379,0.480049937,0.568254361,39.67298766,0.569797615,0.021874313,1.140297397,0.455756194,0.11349721,0.078531753,0.634855979,0.020005399,0.081502921,0.059391245,0.406278388,2.065557437,0.024319727,0.069339829,0.000969252,0.04595496,0.16664939,0.468443349,2.279998783
bin_62,0,0.114860144,0.012996222,0.040835212,0.027717011,0.02155013,0.002639617,0.001245279,0.009999968,0.008020463,0.027026083,0.003723965,0.025669203,0.027852849,2.710737178,0.021506112,0.247694178,8.289266993,0.009666183,0.030778936,0.002927885,0.99423223,9.151632768,0.014909171,0.012133036,0.115647998,0.003458236,0.004376654,0.010384859,0.010786793,0.612610445,0.005504806,0.067915947,0,0,0.095994652,0.006541064,0.101794262
bin_220,0.0042916,0.155895292,0.047800734,0.038763761,0.088402181,0.01842648,0.001932414,0.001186499,0.002818732,0.020140928,0.358013645,0.773376312,0.043440332,0.061396806,0.143447895,0.003527739,0.194512446,0.012967263,0.009209397,0.015323168,3.038292821,0.013754848,0.004324185,0.377867589,0.024119404,0.017661457,0.000837484,40.22742819,0.000233773,0.004585474,1.536165214,0.004231449,0.006692179,0,0.040526208,0.015022883,0.006781284,0.00769287
bin_231,0.00824986,0.647006484,0.018063499,0.04042176,0.029456714,0.019811086,0.000582528,0.003980178,0.001916685,18.41400896,17.19139465,0.014487877,0.318492647,0.055860148,2.791368338,0.020423906,0.89929661,0.058273405,0.018817546,0.024248551,4.598806282,0.027463258,0.012902625,0.122556864,4.374237233,0.049814411,0.001607115,48.07420821,0.015749145,0.053437383,2.622089414,0.003813295,0.023134809,0,0.048217915,0.05804134,0.017515925,0.257682026
bin_389,0,0.027556645,0.020216248,6.457403258,0.051616063,1.074428202,0.011846113,0.010038269,0.000949355,0.009818925,0.010735402,0.003183164,0.002432454,0.007294115,0.024800661,18.9220364,0.030168654,0.007988602,13.33175243,3.966363011,0.013236604,0.027605196,0.004123674,0.016920889,0.00997275,0.041261167,0.002830605,0.016150099,0.009111968,0.015449317,1.141257641,0.013449441,0.114800464,0,0,0.099265193,0.014213095,0.017767841
bin_141,0,0.035517667,0.010657912,38.76079129,0.008880799,0.810642731,0.000950414,0,0.002589554,0.003691025,0.026920177,0.004161782,0.024042129,0.010423139,0.050227155,46.46196343,0.026427063,0.048457002,2.021132064,0.343972991,0.006286237,0.071597363,0.011595848,0.013638643,0.009483178,0.045973203,0.000789226,0.003361985,0.030868916,0.004351911,1.582786285,0.007241802,0.60543497,0,0.001806408,0.823729506,0.013730925,0.044687914
bin_340,0,0.00650646,0.003350327,0.015882206,0.005707788,0.003090743,0.000417981,0.000138698,0.001176986,0.004030195,0.002620651,0.001364891,0.002368589,0.006196708,0.022173741,0.001507215,0.006270061,0.001613477,0.001949941,0.00498892,0.008838382,0.004887027,0.008149685,0.009863995,0,0.003575866,1437.955712,0.003404276,0.239658716,0.007472333,51.60899384,0.003900989,0.000832663,0,0.001732298,0.005269197,0.0064197,0.102262545
bin_19,0.000277346,0.018551647,0.008073298,12.0520703,0.004892455,164.1388959,0.035229049,0.02518033,0.000917556,0.004157229,0,0.001389137,0.002480729,0.00463658,0.014198295,5.688791571,0.003452783,0.002524055,2.45067662,3.948126398,0.007194689,0.009683148,0.003747251,0.017368592,0.003727453,0.005981112,0.001461134,0.004435972,0.242770923,0.002875014,6.383194136,0.309523087,3.321962817,0.000260708,0.002724309,4.300943748,0.004325584,0
bin_369,7.16E-05,0.036640036,0.030662769,0.114607513,0.050579367,0.034133072,0.002506882,0.002896181,0.023774043,0.024678896,0.229506022,0.019719429,0.249048395,0.041811926,5.255264663,0.071000509,0.154019297,0.383985,0.042578569,0.062649614,0.005420776,0.300143455,25.07654871,0.030417076,0.024197331,0.188021707,0.007149129,0.019686071,0.049615175,0.098535464,1.231984152,0.019520348,0.035565784,7.14E-05,0.011134507,0.063377545,0.069633603,0.798135252
bin_143,0.000205185,0.195332861,0.161501076,0.478849282,0.203128565,7.018223186,0.082366634,0.042469783,0.034878045,0.137988058,0.895291421,0.066454675,0.927077993,0.289897239,0.151291989,0.374154533,0.837426356,0.784646057,15.01669787,111.3286457,0.035880784,0.903198836,0.226443214,0.240392655,0.184025992,1.018931822,0.036207041,0.080429819,0.048759703,0.323883021,4.039379691,0.878592933,8.443957389,0.000272285,0.039868299,11.51331816,0.235738351,1.646108619
bin_74,0.00011462,0.091456878,0.024999611,0.244520407,0.05477418,3.357045786,0.328655278,41.42361194,0.007167945,0.028558869,0.319016088,0.154075339,0.28184047,0.033492194,0.253888199,0.164007723,0.601740209,0.146642144,0.160931343,0.170516992,0.086997018,0.280811636,0.047653303,0.040690511,0.129711624,0.202590635,0.010829155,0.229509858,0.026414901,0.176534085,4.509832033,4.546871241,0.118610566,0.000360176,0.026966447,0.242465326,0.116453582,0.875263552
bin_362,0,0.021577136,0.006254485,5.127672935,0.013883039,0.926823477,0.001411065,4.54E-05,0.00296975,0.004356043,0.030362147,0.002765065,0.034769914,0.00711038,0.045917158,41.81194756,0.02596794,0.054153846,1.909721358,0.11450072,0.000372788,0.075547732,0.011827554,0.016944832,0.014484553,0.035188854,0.000496697,0.001998189,0.010800211,0.00737962,0.955821792,0.010983746,0.12816474,0,0.000570015,0.223617352,0.012042196,0.025997001
bin_311,0,0.020708199,0.01526008,21.51181615,0.032127118,25.38293001,0.067844153,0.053374586,0.00116568,0.000902262,0.017408044,0.005077353,0.006524463,0.009720442,0.045809707,14.19116139,0.013924598,0.006455635,3.15518214,4.707914768,0.005930209,0.018406621,0.004092819,0.022876512,0.00647295,0.014262165,0.001629164,0.004119097,0.054957901,0.004819573,1.755634053,0.390691092,0.537036476,0,0.001432915,0.729659556,0.00739212,0.008641436
bin_382,0,0.039465189,0.018450956,0.618392151,0.018173753,26.26341008,0.023975318,0.000260361,0.016483998,0.000468497,0.014974532,0.011368501,0.022189741,0.016856874,0.008558579,0.044175738,0.01852847,0.026798007,0.532199071,14.73780208,0.048100072,0.033673958,0.009411455,0.042834594,0.003805268,0.042888651,0.002035553,0.007331146,0.096958362,0.012474235,1.465246719,0.122378952,5.044682362,0.000919603,0.007248851,4.269834756,0.039201399,0.092633969
bin_63,0,0.031224896,0.075217024,0.176630517,0.063890582,0.066321726,0.012198796,30.09461521,0.002530338,0.046075866,0.122733017,0.441999671,0.164825145,0.017347897,0.030999598,0.028467469,0.085765407,0.047483612,0.141347132,0.332075893,0.105587355,0.052362904,0.014806708,0.073289177,0.015759063,0.059911852,0.001597776,0.845385173,0.00253838,0.059236704,3.042395494,0.034116118,0.017649163,0,0.087433134,0.028152167,0.069641551,0.197930843
bin_80,0.00016196,0.04882457,0.014222365,0.148013561,0.03843306,0.029043108,0.00098717,0.002294372,0.003946896,0.006919171,0.324988818,0.064608361,0.198617268,0.498166581,2.508865432,0.145133441,0.137261224,9.156635608,0.062979756,0.042579457,0.002701176,2.517509484,50.99867324,0.041760035,0.023254385,13.72447821,0.001247018,0.078526426,0.021015539,0.13098134,2.860897576,0.01044669,0.006843467,0,0.010350989,0.020630192,0.07491227,0.383782365
bin_3,0.000260142,0.208566363,3.642783508,0.453538878,4.333340606,0.1274066,0.004169822,0.010225292,0.008651756,64.09910329,0.869422407,0.216401492,0.897771689,0.105057533,0.034955908,0.226795807,0.440766136,0.363774257,0.18493217,0.203224183,0.272602181,0.250020148,0.118843842,0.214218472,0.065054822,0.362322146,0.016233026,0.259472035,0.023774962,0.306884994,1.97753002,0.024587276,0.07010249,0,1.398487323,0.162794912,0.184243566,1.645160324
bin_159,0,0.040217641,0.031621599,0.093563693,0.062630331,0.037174923,0.013865448,0.005946016,0.022145597,0.029033876,0.379480598,0.064390141,0.62803648,0.110805393,0.015219801,0.061812119,0.442496363,0.143345853,0.041318922,0.053847443,0.011261892,0.104367153,0.047242354,0.070716151,0.034391802,0.22004889,0.009609175,0.087995847,0.004949802,98.16618484,1.51194085,0.051068414,0.109434471,0.002571521,0.041486016,0.104338304,0.057887813,4.777314376
bin_26,0,0.437966283,0.206826001,0.055693687,0.480798924,0.025351502,0.001970686,0.000348445,0.040860516,0.003135358,0.102310193,35.84041894,0.025034096,0.052415902,0.046617747,0.011716835,0.091670036,0.014296964,0.008919295,0.031962207,1.286480697,0.015805944,0.005075331,10.97576638,0.014255188,0.020455973,0.00141248,0.476456438,0.002615078,0.006294114,1.337411289,0.003536972,0.008225254,0,0.088261371,0.007566254,0.007207585,0.004274784
bin_38,0.002207245,0.34167983,0.232991437,0.715090643,0.434561702,57.60972667,0.020815362,0.085957324,0.03551256,0.192244174,3.995950262,0.130369161,2.041716982,0.324240805,0.057446663,0.517343467,2.002947885,2.042239518,0.435042137,0.932582868,0.053887883,1.415711055,0.506865634,0.260558917,0.417699658,1.218997626,0.070064568,0.408004435,0.630822748,0.575594862,2.501312143,0.06742447,1.697333527,0.001921392,0.033874165,3.170507953,0.370261563,5.398636092
bin_191,0,0.043506653,0.012052765,2.158321015,0.026761626,0.716871533,8.198099042,0.024974386,0.006445815,0.026202079,0.028826388,0.01669855,0.010149064,0.021696038,0.890675101,2.52022478,0.021047456,0.013016649,2.12318608,0.707188171,0.019759224,0.025864627,0.113837629,0.034829777,0.009167713,0.034041338,0.002181615,0.027582064,0.01062529,0.012789029,2.42145304,57.27342656,0.042067677,0.001970471,0.004399767,0.059504195,0.008109412,0.004515513
bin_251,0.005487433,0.055658233,0.00765036,0.022693504,0.019630866,0.007822713,0.001156807,0.000492612,0.000690564,24.68727284,17.10131117,0.04253275,0.156308487,0.146343851,2.927787095,0.015869972,14.17360143,0.012908027,0.009161365,0.009163748,3.935312203,0.017942971,0.007478774,0.083571566,4.970512299,0.045912853,0.001446824,48.84662472,0.018364509,0.03152424,2.922628635,0.003612523,0.016200642,0.00013167,0.005561491,0.035774262,0.013945634,0.049404972
bin_216,0,0.041176411,0.009472407,0.043702807,0.021435121,0.009693313,10.61665057,0.001967691,0.005193419,0.04838201,0.023805857,0.002195537,0.009349771,0.017854285,0.206504802,0.013444651,0.130453397,0.229307651,0.00731186,0.044272676,0.011839138,0.053849597,0.069544865,0.165735709,0.01099554,2.006575923,0.002268865,0.025763413,0.005085324,0.002329415,1.617627209,29.4263358,0.137678575,0,0.001034574,0.274680336,0.006335213,0.008149443
bin_294,0.000872353,0.154064749,0.034521282,0.08087068,0.11065733,0.031186233,0.005799271,0.000961403,0.002326862,0.090698994,0.091903761,23.59972457,0.114800508,0.616296549,0.005263611,0.041006147,0.909876926,0.065406107,0.027996296,0.038969204,0.019623644,0.05782399,0.017994401,6.164095318,2.630046639,0.079907712,0.003470996,6.188482964,0.010770148,0.071385158,1.123413846,0.038848433,0.010784765,0.000126561,0.009856831,0.01519914,0.039410336,0.277494098
bin_146,0,0.006123905,0.005877922,0.007709879,0.015390164,0.007415024,27.05424288,0.001189914,0.011526122,0.00052092,0.020606662,0.00083599,0.009436872,0.01596831,0.406675656,0.002193174,0.049918066,0.115265828,0.006042178,0.07565018,0.002182008,0.051958156,0.022517875,0.0128142,0.009928561,0.063361004,0.003278599,0.002176395,0.017340224,0.006320581,2.080947207,8.01247519,1.301443299,0.000343528,0,1.923358808,0.005291131,0.04923612
bin_384,0.000471462,0.111809618,0.077329648,0.261264026,0.227430412,0.056766255,0.007228649,0.006112018,0.01151275,0.052872831,0.528108272,46.57212655,0.485278351,1.672331189,0.02825194,0.141401927,0.395161314,0.228476171,0.102647191,0.092575774,0.144493161,0.331026159,0.096624547,7.505624915,0.871782055,0.317535348,0.010401518,3.697783461,0.034699006,0.234025597,1.804370457,0.022584704,0.041746106,0,0.056107896,0.085134567,0.249091526,1.003980671
bin_361,0.006260657,0.041580479,0.026255934,0.16036393,0.034852923,0.05411678,0.002625277,0.003130429,0.004909066,0.246157656,1.120377146,0.216676667,2.763785964,0.536866308,0.089043322,0.087980713,0.329950886,0.149343886,0.057548261,0.044882697,1.259682471,0.149415628,0.060855099,0.033314124,0.036601084,0.17964578,0.004195163,59.91542493,0.009052054,0.210263551,2.29016764,0.011123395,0.024981094,0.000682904,0.041417915,0.048333387,0.088605523,1.288558705
bin_336,0.001652119,1.033527965,1.439335402,0.090842338,0.144198217,0.007283554,0.001672732,0.000135893,0.001230901,0.06580089,0.104928148,0.005262393,0.047373321,0.742890153,0.008976941,0.014738543,0.60938269,0.035650809,0.007612326,0.011445296,0.000532105,0.014114737,0.005410963,104.9051269,0.034354329,0.035270726,0.002932058,0.001642785,0.000207424,0.007215629,1.670856005,0.001386213,0.27219891,0.001996937,0.00126225,0.596007509,0.002960225,0.074929033
bin_364,0,0.113178913,0.047240867,0.321168965,0.086888143,0.043801177,0.001903334,0.00468033,0.153645026,0.020031604,0.928586207,0.070205535,0.397348041,0.486823264,0.042038482,0.324947403,0.211658537,0.710589761,0.130504524,0.09473138,0.017386803,2.909408612,0.839409587,0.078739153,0.028830267,4.062368103,0.007359089,0.176686533,1.034497957,0.235777929,0.738695869,0.014383474,0.023690073,0.000214911,0.027764832,0.061347931,11.3060451,0.933440881
bin_193,0,0.049948562,0.019837579,0.430254322,0.03730703,11.61478666,0.00381882,0.003215483,0.00398773,0.021433952,0.12481286,0.039852947,0.117415765,0.036016346,0.011243667,0.327164075,0.082439366,0.084783428,1.328519978,3.666365284,0.018307641,0.115959568,0.037802824,0.028896754,0.054570393,0.242397558,0.010079331,0.042398246,0.046658162,0.07882994,0.604159591,0.01852154,0.134593844,0.000218031,0.003836448,0.293037387,0.110590943,0.440011787
bin_310,0,0.029807059,0.027517068,0.109106922,0.047252006,0.0301625,0.002443569,0.00259649,0.02979875,0.01563603,0.220809754,0.034552458,0.380053188,0.041066323,0.0161925,0.064078026,0.121494858,0.20225238,0.04986736,0.047155391,0.015767485,0.166337893,0.115647163,0.028419887,0.025501259,0.258418279,0.009654335,0.03091901,3.665122378,0.130142608,1.436737706,0.005831299,0.030667705,0.000213491,0.01233935,0.040690215,31.26200533,1.067938284
bin_64,0.000384856,0.463117703,7.181950248,0.432477094,8.432521645,0.094675374,0.00312052,0.025397103,0.005976609,0.11518333,1.373676022,0.370115422,0.947029357,0.087055372,0.095815116,0.21100582,0.339408479,0.298336372,0.206240343,0.19868341,2.102795661,0.168670468,0.124104358,0.130651104,0.076228657,0.24895656,0.461655517,0.726463184,0.012574306,0.444031241,3.046820729,0.014630275,0.053389637,0.000194935,168.3905926,0.080415673,0.145683318,3.677702255
bin_61,0,0.018591476,0.000419934,0.015200537,0.002161373,0.001408675,0.000158361,0,0.001984318,0.002811761,0.004190024,0.001045679,0.003174211,0.025447351,16.31495185,0.007001906,0.030212349,13.79516858,0.004676459,0.007710551,0.002437154,0.096095873,102.3170713,0.007941532,0.004268868,0.037825046,0.000421301,0.000883246,0.062875797,0.0043301,5.081434349,0.015395657,0.002423076,0,0,0.002028715,0.006357687,0.015269903
bin_268,0,0.16089836,0.126173881,0.960969158,0.246792044,0.315932048,0.002284985,0.047391681,1.214482729,0.044395928,0.996852626,0.09934189,1.052139708,0.25264774,0.032091195,0.553520748,0.839618127,1.152035183,0.431857871,0.383374086,0.033077068,0.713578609,0.289625935,0.101356281,0.089299555,1.025301998,0.035247685,0.215570772,13.29109469,0.342677081,6.734611212,0.012647893,0.045981784,0.000202706,0.209245823,0.128975704,147.2915735,2.898257874
bin_338,0,0.805979856,0.023419313,0.298416749,0.046624619,0.100148981,0.002568801,0.013735094,0.00858664,0.037295716,0.066524633,0.036431282,0.048143683,34.95306656,0.025620626,0.083026243,0.265588693,0.098835633,0.116746094,0.166850047,0.033998513,0.059546147,0.036209663,0.322097774,0.029772562,0.186516289,0.001332421,0.052083802,0.009758033,0.077679117,0.677920975,0.009222179,0.061527633,0,0.015449199,0.097307371,0.015065616,0.07987926
bin_76,0.000991934,1.285027383,0.024737466,0.08188201,0.039537116,0.030318753,0.001432126,0.019645016,0.004090909,0.111654315,4.432719966,0.021268577,0.102510676,0.029394189,2.104780383,0.034531108,3.184404369,0.03605724,0.028391735,0.023147586,42.48471102,0.037832217,0.013009243,0.041383744,0.211056024,0.057194207,0.00146521,0.09543119,0.002520128,0.050227971,0.689916594,0.017924764,0.011526991,0,0.014591735,0.014520321,0.04157062,0.195364252
bin_136,0,0.143415465,0.122531181,0.233871958,0.162215803,0.085478666,0.01053804,0.006887567,0.060989939,0.109008347,0.782219384,0.056975136,0.678850068,0.475940151,5.551064234,0.119552553,1.190459271,1.41249214,0.115884036,0.518944755,0.020951227,2.559389142,18.98580242,0.20169166,0.171749747,1.219888123,0.019066581,0.058507725,0.073044233,0.210537525,1.131445996,0.046656617,0.250933059,0.001698243,0.014057059,0.336329929,0.384514035,1.532385834
bin_188,0,0.028693179,0.016560552,0.220896173,0.037050016,9.957993679,0.005412953,0.001099595,0.002779279,0.026728061,0.025001666,0.027793083,0.018120878,0.009172461,0.003328637,0.069134207,0.067346515,0.037057588,0.02533777,0.034588649,0.008858727,0.10830151,0.014870992,0.033615034,0.025864726,0.072716106,0.000894108,0.008385715,0.016219699,0.005817072,0.433705153,0.019937995,1.399793227,0,0.00550031,3.196680096,0.009415964,0.005350928
bin_27,0.000156594,0.094920827,0.072768852,0.585264525,0.159937829,4.798893711,0.041368614,17.25953616,0.00585638,0.051405372,0.558229646,0.163423587,0.612157599,0.080948728,0.050329921,0.253766829,0.298585225,0.362494371,0.595830232,1.063392587,0.065669668,0.185402189,0.102759031,0.068863441,0.040447151,0.247763554,0.014416185,0.109310262,0.021590432,0.405010112,2.030295003,0.183999844,0.181117601,0.000153807,0.100905459,0.36783256,0.108193728,2.308868491
bin_147,0,0.021222465,0.020723767,0.620354068,0.029713286,1.081169588,3.674840809,2.582610762,0.001052171,0.009106942,0.01979413,0.022141015,0.000624026,0.010337547,1.817006408,0.251127639,0.045786653,0.003634511,0.266374227,0.35726652,0.009655389,0.013657743,0.075777223,0.02157535,0.017773047,0.009885063,0.002940177,0.015283198,0.010453355,0.011137274,1.636448945,35.70857157,0.026778087,0.000608451,0,0.049707568,0.005196398,0
bin_254,0.000227923,0.260111398,9.442164528,0.297834066,10.49026949,0.187471879,0.018885525,0.045347668,0.039864577,0.189301714,1.598582911,0.706342421,1.442612645,0.24976626,0.045950809,0.190155297,1.216782661,1.000691649,0.210784368,0.596400934,0.174330642,1.024008524,0.271830306,0.557971484,0.212956356,1.036668477,0.152676892,0.536885887,0.025586871,0.377063906,0.936393098,0.061812292,0.400466122,0,25.36645824,0.530903867,0.235776105,2.411302918
bin_304,0.000394147,1.016432301,1.554437725,0.189350568,2.236154519,0.032377021,0.054299469,1.913892024,0.005002836,0.256541456,1.404076371,20.89961305,0.295649337,0.154716072,0.549192649,0.097046375,2.998850986,0.162248135,0.064711797,0.065808948,1.340165713,0.157447022,0.082180388,6.344309713,4.171056386,0.174832886,0.02927669,2.71412043,0.010916436,0.170024816,1.382340993,0.333619515,0.029070781,0,6.396925086,0.050078996,0.083535205,0.602666685
bin_118,0.000273194,0.070883546,0.110987586,0.334428997,0.231707155,0.058076183,0.001884614,0.001732886,0.831945494,0.050663288,0.390995082,0.025695428,0.532034782,0.09886358,0.026848629,0.151143963,0.391837428,0.60341036,0.14160408,0.199449068,0.015090125,0.347932205,0.146887192,0.162603595,0.038498938,0.374638704,0.024697597,0.023857555,2.2664895,0.218743966,1.25982591,0.015798969,0.204948111,0.007063303,0.009898057,0.322786544,25.12582434,1.550850446
bin_103,0.005463447,7.709801564,0.132668568,0.246013527,0.16072101,0.090786527,0.004972491,0.00931111,0.006192398,2.463018703,54.50688531,0.454170003,0.430836634,0.055370707,1.176980608,0.097629901,1.064841965,0.099323227,0.070741835,0.065696554,27.0710461,0.103564876,0.036237417,0.190008507,0.397299761,0.156274988,0.003755859,4.451478486,0.011460795,0.149553853,1.326720985,0.018939918,0.019404039,0.000684726,0.180332722,0.047972951,0.085332064,0.311572036
bin_106,0,0.060829852,0.014740747,0.79157377,0.039459694,0.828557368,0.044067079,0.001883787,0.013338471,0.023699227,0.226338631,0.029094132,0.279841263,0.047394363,0.019282391,18.73705686,0.086007804,0.139408558,18.10842906,0.260439325,0.01042748,0.344908831,0.07184986,0.04023322,0.019861173,0.211201138,0.006571409,0.027074011,0.018806306,0.097445896,1.197275234,0.040647915,0.037925053,0.000442734,0.009517321,0.067085337,0.07896772,0.628862496
