"bin.taxa.name","bins","kingdom","phylum","class","order","family","genus","species","DCO_LLO_Bv4v5..QHF2_QH170212_2","DCO_LLO_Bv4v5..QHS2_QH170213_2","DCO_LLO_Bv4v5..BQS_BQ170220","DCO_LLO_Bv4v5..SIF_SI170217","DCO_LLO_Bv4v5..ESF9_ES_F9","DCO_LLO_Bv4v5..SIS_SI170217","DCO_LLO_Bv4v5..EPF_EP170215","DCO_LLO_Bv4v5..RSS_RS170216","DCO_LLO_Bv4v5..RSF_RS170216","DCO_LLO_Bv4v5..EPS_EP170215","DCO_LLO_Bv4v5..SLS_SL170214_S","DCO_LLO_Bv4v5..BRS1_BR170218_1","DCO_LLO_Bv4v5..BRS2_BR170218_2","DCO_LLO_Bv4v5..FAS_FA170219","DCO_LLO_Bv4v5..BRF1_BR170218_1","DCO_LLO_Bv4v5..BRF2_BR170218_2","DCO_LLO_Bv4v5..MTF_MT170219","DCO_LLO_Bv4v5..CYF_CY170214","DCO_LLO_Bv4v5..SLF_SL170214","DCO_LLO_Bv4v5..BQF_BQ170220","DCO_LLO_Bv4v5..QNF_QN170220","DCO_LLO_Bv4v5..QNS_QN170220","DCO_LLO_Bv4v5..CYS_CY170214","DCO_LLO_Bv4v5..ETS_ET170220","DCO_LLO_Bv4v5..RVF_RV170221","DCO_LLO_Bv4v5..TCF_TC170221","DCO_LLO_Bv4v5..TCS_TC170221_2","cluster"
"bin_286, Bacteria, Desulfobacterota, Thermodesulfobacteria, Thermodesulfobacteriales, Thermodesulfobacteriaceae, Caldimicrobium","bin_286","Bacteria","Desulfobacterota","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Caldimicrobium","",0,0,0,0,0,0,0,0,0,0,0.125345704,0,0.054682084,0.057736537,0,0.091003777,0.329393285,174.2525152,0.122296523,0,0,0,0.620211362,0,0,0.078995851,0,1
"bin_208, Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, UBA213","bin_208","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","UBA213","","",0,0,0,0,0,0,0,0,0,0,35.61130312,0,0,5.10384655,0,0,0,3.474576787,36.80766848,0,0,0,0.133479282,0,0,0.213146856,0.335720976,1
"bin_174, Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales","bin_174","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","","","",0,0,0.069628334,0.12863248,0.250950469,0.87363593,0.504008457,0.452954289,0.739364297,0.404354544,1.861477973,0.23824293,54.19357171,12.64706182,0.806009061,3.775432129,1.908516694,0.532136729,1.776229858,0,0.362398456,0.109313593,1.911394918,0.663194933,0.408616412,7.834419982,1.495920072,1
"bin_164, Bacteria, Bacteroidota, Kapabacteria, Kapabacteriales, XYC2~FULL~35~21","bin_164","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","XYC2~FULL~35~21","","",0,0,0,0,0,0,0,0,0.032991798,0,0.360132901,0.09895879,47.82995743,12.52328654,0.129692819,2.204401265,0.370670292,0.087275785,0.11507812,0,0,0,0.102727654,2.021137894,3.106291109,0.208027912,0.094209878,1
"bin_324, Bacteria, Armatimonadota, Fimbriimonadia, OS~L, GBS~DC, GBS~DC","bin_324","Bacteria","Armatimonadota","Fimbriimonadia","OS~L","GBS~DC","GBS~DC","",0,0,0,0,0.061185662,0.042999486,0.038030039,0.071713999,0.132899615,0.044703414,0.533687794,0.638416493,0.101192101,2.235045407,2.334837982,0.049214642,0.081112909,3.135667956,2.299091282,0,0.117840571,0.034385056,0.750913804,0.103746058,0.040029674,0.174511273,0.403123842,1
"bin_173, Bacteria, Armatimonadota, Fimbriimonadia, OS~L, GBS~DC","bin_173","Bacteria","Armatimonadota","Fimbriimonadia","OS~L","GBS~DC","","",0,0,0,0,0,0,0.032598166,0,0.067811103,0,0.058409102,90.32936047,0,0.044061396,1.551834061,0,0.338199892,0.055463212,0.192578174,0,0.077537495,0,0.115017247,0.062160122,0,0.105984808,0.209392241,1
"bin_359, Bacteria, DesulfobacterotaB, Syntrophorhabdia","bin_359","Bacteria","DesulfobacterotaB","Syntrophorhabdia","","","","",0,0,0,0,0,0,0,0,0,0,11.41639504,0,0.102258831,96.40581222,0,0,7.601426739,0.046456238,22.07109284,0,0,0,0.052468581,0,0,0.056925477,0,1
"bin_303, Bacteria, Aquificota, Aquificae, Hydrogenothermales, Hydrogenothermaceae, Sulfurihydrogenibium","bin_303","Bacteria","Aquificota","Aquificae","Hydrogenothermales","Hydrogenothermaceae","Sulfurihydrogenibium","",0,0,0,0.030173045,0.191965416,0,0,0,0,0,3.08454081,0,0,1.032957447,0.157944349,0.668567507,832.6949399,439.0233287,31.62431616,0,0,0,3.364627831,0,0.032037783,0,0.057369188,1
"bin_380, Bacteria, Acidobacteriota, Thermoanaerobaculia","bin_380","Bacteria","Acidobacteriota","Thermoanaerobaculia","","","","",0,0,0,0,0,0,0,0,0,0,3.150395105,7.123086728,53.82175874,16.03361223,2.385057926,7.965733063,3.787081319,0.105319101,9.810734503,0,0,0,0,0,0.580201788,1.207755541,0.073727991,1
"bin_263, Bacteria, Actinobacteriota, UBA4738","bin_263","Bacteria","Actinobacteriota","UBA4738","","","","",0,0,0,0,0,0,0,0.041550112,0.060603995,0.033928744,0,80.31813065,0.055383491,0.353066352,12.66328795,0.076781956,3.597595595,0,0.072623952,0,0.081305854,0,0.093355372,0.032814346,0.144201525,0.78774533,3.327178346,1
"bin_220, Bacteria, WOR~3, WOR~3, SM23~42, SM23~42","bin_220","Bacteria","WOR~3","WOR~3","SM23~42","SM23~42","","",0,0,0,0,0,0,0,0,0.038763761,0,3.038292821,0.040526208,0.773376312,40.22742819,0.047800734,0.377867589,0.155895292,0,0.358013645,0,0,0,0.043440332,0,0.061396806,0.194512446,0,1
"bin_175, Bacteria, Chloroflexota, Anaerolineae, CG2~30~64~16, CG2~30~64~16","bin_175","Bacteria","Chloroflexota","Anaerolineae","CG2~30~64~16","CG2~30~64~16","","",0.067390376,0.080175304,0.036626744,0.055079747,0.101493942,0.162187837,0.204512704,0.380686695,0.644842087,0.219151154,1.931722871,3.005142444,50.62877835,18.66489587,4.110303042,6.240449975,0.345787936,1.043466573,7.175323496,0,0.270805698,0.087850498,0.434534305,1.081467705,0.478688534,19.52185644,9.049040602,1
"bin_294, Bacteria, Armatimonadota, Chthonomonadetes, Chthonomonadales","bin_294","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","","","",0,0.038848433,0,0,0,0.031186233,0.038969204,0.041006147,0.08087068,0,0,0,23.59972457,6.188482964,0.034521282,6.164095318,0.154064749,0.090698994,0.091903761,0,0.065406107,0,0.114800508,0.071385158,0.616296549,0.909876926,2.630046639,1
"bin_231, Bacteria, Armatimonadota, Fimbriimonadia, OS~L, GBS~DC","bin_231","Bacteria","Armatimonadota","Fimbriimonadia","OS~L","GBS~DC","","",0,0,0,0,0.05804134,0,0,0,0.04042176,0,4.598806282,0.048217915,0,48.07420821,0,0.122556864,0.647006484,18.41400896,17.19139465,0,0.058273405,0,0.318492647,0.053437383,0.055860148,0.89929661,4.374237233,1
"bin_42, Bacteria, Bacteroidota, Kapabacteria, Kapabacteriales, XYC2~FULL~35~21","bin_42","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","XYC2~FULL~35~21","","",0,0,0,0,0,0,0,0,0,0,10.65175667,0.044942558,0.15599967,31.82934271,0,0,0.078806592,9.295280581,16.47654404,0,0,0,0.108091518,0,0.305294928,20.41206826,8.135405723,1
"bin_250, Bacteria, Chloroflexota, Dehalococcoidia, SM23~28~2","bin_250","Bacteria","Chloroflexota","Dehalococcoidia","SM23~28~2","","","",0,0,0,0.037889917,0.078921022,0.075400524,0.114146839,0.218991199,0.421662836,0.154816337,4.401739659,45.26118336,0.563562048,10.14705143,6.840875444,0.770658593,3.21037764,1.538036792,10.14470845,0,0.49294591,0.120195244,4.408567843,0.657356356,0.155478539,2.60474148,0.248265752,1
"bin_277, Bacteria, Desulfobacterota, JdFR~97, JdFR~97, JdFR~97","bin_277","Bacteria","Desulfobacterota","JdFR~97","JdFR~97","JdFR~97","","",0,0,0,0,0,0,0.031846445,0.038336813,0.086942431,0,0.124949661,0.03168586,22.35916569,1.545783237,0.084842148,2.380152821,0.134319555,0.03664997,0.225043796,0,0,0,0.465098461,0.154005233,0,0.173744021,0.992337831,1
"bin_128, Bacteria, DesulfobacterotaB, Syntrophorhabdia","bin_128","Bacteria","DesulfobacterotaB","Syntrophorhabdia","","","","",0,0,0,0,0,0,0,0,0,0,35.55752622,0,0,20.69796736,0,0,2.501945612,0.046201506,45.74833904,0,0,0,0.080786906,0,0,0.031261315,0,1
"bin_314, Bacteria, DesulfobacterotaB, Syntrophorhabdia","bin_314","Bacteria","DesulfobacterotaB","Syntrophorhabdia","","","","",0,0,0,0,0,0,0,0,0.068108812,0,0.913796694,0.044959125,59.16850049,2.166755204,0.639396683,3.83915899,9.782356654,0.351572647,1.008749148,0,0,0,0.175309848,0,0.121071852,13.69385161,5.332698411,1
"bin_320, Bacteria, Acidobacteriota, Acidobacteriae, UBA7541, UBA7541","bin_320","Bacteria","Acidobacteriota","Acidobacteriae","UBA7541","UBA7541","","",0,0,0,0,0,0,0,0,0,0,0.507121573,1.189127175,0.982898492,0.561019297,0.813589983,0.055292241,1.404680446,1.456052009,0.353239946,0,0.075448233,0.034097227,655.8096247,0.078258955,0,0.680286355,2.889966168,1
"bin_230, Bacteria, UBP7, UBA6624","bin_230","Bacteria","UBP7","UBA6624","","","","",0,0,0,0,0,0,0,0,0.03810584,0,0.165953908,6.128261721,21.60622988,19.58409626,0.432808566,3.459935287,0.108682748,0,0.294563505,0,0,0,0.031364922,0,7.14626587,0,0,1
"bin_26, Bacteria, WOR~3, WOR~3, SM23~42, SM23~42","bin_26","Bacteria","WOR~3","WOR~3","SM23~42","SM23~42","","",0,0,0,0,0,0,0.031962207,0,0.055693687,0,1.286480697,0.088261371,35.84041894,0.476456438,0.206826001,10.97576638,0.437966283,0,0.102310193,0,0,0,0,0,0.052415902,0.091670036,0,1
"bin_372, Bacteria, WOR~3, WOR~3, UBA2258, UBA2258","bin_372","Bacteria","WOR~3","WOR~3","UBA2258","UBA2258","","",0,0,0,0,0.034603298,1.73592744,0,0,0.146344352,0,1.220001763,0.078882019,14.85387795,7.209963344,0.28073615,7.830690489,0.494867886,0,1.927764252,0,0,0,0.031299046,0,0.040111885,3.721411975,1.554977982,1
"bin_184, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, envOPS12","bin_184","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","envOPS12","","",0,0,0,0,0,0.062243666,0.074594331,0.0693835,0.151352717,0.04815816,0.819738535,0.075881188,0.304582837,40.2950223,0.046786007,0.080562934,0.171970209,0.071148804,0.404608333,0,0.099070918,0.050781194,0.277047563,0.25285627,0.151050337,0.295938765,0.387517487,1
"bin_140, Bacteria, Armatimonadota, Fimbriimonadia, Fimbriimonadales","bin_140","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","","","",0.041242401,0.141978769,0,0,0.051245236,0.048318846,0.057000333,0.052320009,0.133845628,0.046117486,0.155662445,0.406374105,0.16147146,1.267648069,0.199742968,0.044933556,6.047323641,0.13736821,0.317435615,0,0.144692324,0.032878984,6.155255427,0.22296871,0.032269096,1.096412866,0.043144782,1
"bin_343, Bacteria, Acidobacteriota, Aminicenantia, Aminicenantales, UBA4085","bin_343","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","UBA4085","","",0,0,0,0,0.039731165,0,0,0,0.040179486,0,11.91712176,5.914072481,14.04821695,3.136506352,2.208279685,6.355140032,1.552776612,0.159405038,4.933971055,0,0.06015008,0,0.108144498,0,0.067023104,5.768085672,0.301427121,1
"bin_105, Archaea, Micrarchaeota, Micrarchaeia, UBA10214","bin_105","Archaea","Micrarchaeota","Micrarchaeia","UBA10214","","","",0,0,0,0,0,0,0,0,0.032767658,0,0.057810734,0,16.57474864,14.46851912,0.078097414,9.495543972,0.227205489,0.058799721,0.075253316,0,0,0,0,0.045696932,0.046390834,0.295261839,0,1
"bin_251, Bacteria, Chloroflexota, Anaerolineae, Caldilineales","bin_251","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","","","",0,0,0,0,0.035774262,0,0,0,0,0,3.935312203,0,0.04253275,48.84662472,0,0.083571566,0.055658233,24.68727284,17.10131117,0,0,0,0.156308487,0.03152424,0.146343851,14.17360143,4.970512299,1
"bin_102, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, envOPS12","bin_102","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","envOPS12","","",0,0,0,0,0,0,0,0,0,0,2.932421771,0.047819743,0.094600702,41.62768196,0,0,0.060884198,4.484462688,12.09805274,0,0,0,0.112796044,0.030245893,0.030723459,0.71367972,1.666238422,1
"bin_64, Bacteria, FirmicutesH, CSP1~3, CSP1~3, 13~1~40CM~64~14","bin_64","Bacteria","FirmicutesH","CSP1~3","CSP1~3","13~1~40CM~64~14","","",0,0,0,0.053389637,0.080415673,0.094675374,0.19868341,0.21100582,0.432477094,0.206240343,2.102795661,168.3905926,0.370115422,0.726463184,7.181950248,0.130651104,0.463117703,0.11518333,1.373676022,0,0.298336372,0.124104358,0.947029357,0.444031241,0.087055372,0.339408479,0.076228657,1
"bin_58, Bacteria, UBP10, GR~WP33~30, UTPRO1","bin_58","Bacteria","UBP10","GR~WP33~30","UTPRO1","","","",0,0,0,0,0.043163072,0,0.04741668,0.085078648,0.140914743,0.059411732,0.657078779,8.681325321,10.46305922,6.170021928,0.458616834,1.595370798,0.10458446,0.083599853,0.936750593,0,0.239720815,0.054777588,6.787635772,1.235049382,0.036432857,0.305222096,1.34977755,1
"bin_276, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163","bin_276","Bacteria","Desulfobacterota","BSN033","BSN033","UBA1163","","",0,0,0,0,0,0,0,0,0,0,10.4975729,0.10411648,0.620269491,44.91578648,0,0.186911917,0.384754805,0.030385505,4.329043282,0,0,0,0,0,0,0.130566936,0,1
"bin_289, Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae","bin_289","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","","",0,0.033294058,0,0.082509847,0.108814732,0.034507164,0.092014573,0.09260966,0.145373847,0.062675022,2.304881927,0.072462015,11.08813465,23.86387376,1.723239202,1.0844429,2.041502848,1.17506425,0.599243372,0,0.23154152,0.06396719,18.62001091,0.494103178,0.126972369,15.11954427,0.323458389,1
"bin_394, Archaea, Micrarchaeota, Micrarchaeia, UBA10214","bin_394","Archaea","Micrarchaeota","Micrarchaeia","UBA10214","","","",0,0,0,0,0,0,0.048826874,0,0.081461484,0,0.081744898,0,4.014608541,0.257245039,0.207040383,101.4004948,0.146605052,0.642889127,0.389046925,0,0.031405971,0,0.050292404,0.033559143,0.058962806,0.16379669,0,1
"bin_256, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163","bin_256","Bacteria","Desulfobacterota","BSN033","BSN033","UBA1163","","",0,0,0,0,0,0,0,0,0,0,1.236655275,8.327036176,38.67794224,1.159918413,1.724684213,8.188858694,5.666258527,0,0.534061318,0,0,0,0,0,0,0.169403261,0,1
"bin_89, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, envOPS12","bin_89","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","envOPS12","","",0,0,0,0,0.075896303,0,0,0.036559033,0.050930019,0,4.413578612,0.038683201,0.126255902,2.034954876,0.039602722,0.091841751,4.212133869,131.0423569,19.36885067,0,0.04946545,0,1.189537647,0.066440226,0,0.734653009,2.467687865,1
"bin_262, Bacteria, Chloroflexota, Chloroflexia","bin_262","Bacteria","Chloroflexota","Chloroflexia","","","","",0,0,0,0,0.035654859,0.068988939,0.054024705,0.083543072,0.185766895,0.061920491,11.43078446,1.327273668,40.00312689,19.05039187,1.717788466,11.00458753,7.33911723,0.066935553,5.034512357,0,0.088107756,0.033529315,0.147398643,0.126113138,0.04087418,0.660888681,0.056016679,1
"bin_406, Archaea, Crenarchaeota, Bathyarchaeia, B26~1, UBA233","bin_406","Archaea","Crenarchaeota","Bathyarchaeia","B26~1","UBA233","","",0,0,0,0,0,0,0,0,0,0,58.77290648,0.23536283,0.082855353,0.14415247,0.21315952,0.368788683,2.4153838,0,1.239125632,0,0,0,0,0,0,0,0,1
"bin_222, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163","bin_222","Bacteria","Desulfobacterota","BSN033","BSN033","UBA1163","","",0,0,0,0,0,0,0,0,0,0,40.22255785,0.070587379,0.337256273,9.309066212,0,0.086614013,0.277932748,0.14918392,16.41938977,0,0,0,0,0,0,0.231702205,0,1
"bin_32, Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Thermoguttaceae","bin_32","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Thermoguttaceae","","",0,0,0,0.036076285,0.093391492,0.166230216,0.243805805,0.293597424,0.441699395,0.281191681,1.61245558,10.62746955,9.810605253,4.497894341,9.314040368,3.755766912,0.462089183,0.056459821,8.652027455,0,0.437747961,0.065000228,0.617745654,0.53943253,1.151401175,2.02060622,0.141282397,1
"bin_323, Bacteria, Armatimonadota, Fimbriimonadia, OS~L, GBS~DC, GBS~DC","bin_323","Bacteria","Armatimonadota","Fimbriimonadia","OS~L","GBS~DC","GBS~DC","",0,0,0,0,0.04981927,0,0,0,0.038939611,0,7.819776471,0.312557188,0,4.910841368,0.188531562,0.043711146,0.287379057,59.75523903,24.19358041,0,0.05105672,0,1.081853372,0.041661544,0.036703001,1.777813267,2.261781436,1
"bin_8, Bacteria, Dependentiae","bin_8","Bacteria","Dependentiae","","","","","",0,0,0,0,0,0,0,0,0,0,4.034265883,0.513133276,10.87493062,3.13722134,0.821819758,5.487145111,0.124157627,0.171964134,4.484910597,0,0,0,0,0,0.22727063,0.992355442,0,1
"bin_86, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, UBA4823","bin_86","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","UBA4823","","",0,0,0,0,0,0.032476578,0,0.03894652,0.07815826,0,0.28708245,0,37.57216428,2.220474543,0.056928661,10.70655521,0.053682703,0,0.100201351,0,0,0,0.045627056,0.038385525,0.035979488,0.057487591,0,1
"bin_368, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales","bin_368","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales","","","",0,0,0,0,0,0,0.042344917,0,0.034376589,0,0.716658791,0,2.293343367,38.87491664,0.147850482,1.817290972,2.00454248,0.179929967,0.606971642,0,0,0,0,0,0.335839735,0.371011727,0.082595495,1
"bin_154, Bacteria, Bipolaricaulota, Bipolaricaulia, RBG~16~55~9","bin_154","Bacteria","Bipolaricaulota","Bipolaricaulia","RBG~16~55~9","","","",0,0,0,0,0,0,0.030679907,0.048868184,0.133065372,0.033925033,100.9996298,0.508184329,3.335158883,10.26540996,0.717816509,2.3655995,5.828190601,0.052003059,2.657625504,0,0.062467118,0,0.118671599,0.051637951,0.298234441,0.128624424,0,1
"bin_306, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales","bin_306","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales","","","",0,0,0,0,0,0,0,0,0,0,15.61608224,0.126524081,1.901649184,58.57614218,0.187303919,1.323595712,24.57452508,6.890822415,29.60818426,0,0,0,0.415495099,0,0.041918506,3.969763671,0.909634012,1
"bin_181, Bacteria, KSB1, UBA2214, UBA2214","bin_181","Bacteria","KSB1","UBA2214","UBA2214","","","",0,0,0,0,0,0,0.041017485,0.044188106,0.084777596,0.033074235,5.326467587,0.060981402,10.62558021,1.601608939,0.136474785,3.282833641,0.188186212,0,0.394945485,0,0.053608357,0,0.100750082,0.064593289,0,0.139317499,0.407096094,1
"bin_228, Bacteria, Nitrospirota, UBA9217, UBA9217","bin_228","Bacteria","Nitrospirota","UBA9217","UBA9217","","","",0,0,0,0,0,0,0,0,0,0,0,0,22.89258594,0.340766661,0,12.82800963,0.206920992,0,0.035659879,0,0,0,0.042494907,0,0,0.095420904,0.367714932,1
"bin_78, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, envOPS12","bin_78","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","envOPS12","","",0,0,0.03148618,0,0,0,0,0,0.049790578,0,0,0.293446475,0.05069215,0.040342303,0.124821133,0,23.20383708,0,0.070471704,0,0.035597453,0,0.078443545,0.092806918,2.755794816,220.5872458,17.41564876,1
"bin_405, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163","bin_405","Bacteria","Desulfobacterota","BSN033","BSN033","UBA1163","","",0,0,0,0,0,0.033064408,0.048666924,0,0.067331258,0,4.165318799,0.049693841,14.98246997,12.08733673,0.092695277,4.889741245,2.082710199,0,0.146739615,0,0,0,0,0,0,0.030173927,0,1
"bin_151, Bacteria, Armatimonadota, CG2~30~59~28","bin_151","Bacteria","Armatimonadota","CG2~30~59~28","","","","",0,0,0,0,0,0,0,0,0.033957791,0,0,26.0230179,0.036769023,0.081197997,0.744747014,0.092943433,0.397797798,0,0.102221425,0,0.030481223,0,0.058501096,0.057896069,0,0,0,1
"bin_79, Archaea, Crenarchaeota, Bathyarchaeia, TCS64","bin_79","Archaea","Crenarchaeota","Bathyarchaeia","TCS64","","","",0,0,0,0,0,0,0,0,0,0,37.19538044,0.663284173,0.247169922,0.499424789,0.424435695,0.337751155,0.099257565,0,1.157250838,0,0,0,0,0,0,0,0,1
"bin_284, Bacteria, Bipolaricaulota, Bipolaricaulia, RBG~16~55~9, RBG~16~55~9","bin_284","Bacteria","Bipolaricaulota","Bipolaricaulia","RBG~16~55~9","RBG~16~55~9","","",0,0,0,0,0,0,0.043209557,0.035648333,0.078104961,0,0,84.81093632,0.104834678,0.104256475,1.964786372,0.044527494,0.895339796,0,0.093171804,0,0.054848399,0,0.174103056,0.082734079,0,0.064186279,0,1
"bin_392, Bacteria, Acidobacteriota, Acidobacteriae, UBA7541, UBA7541","bin_392","Bacteria","Acidobacteriota","Acidobacteriae","UBA7541","UBA7541","","",0,0,0,0,0,0,0,0,0.042464517,0,34.76932352,0.610314904,0.538983497,17.97217642,0.417532276,0.043624723,0.742151941,0.080197225,15.61093046,0,0.044910414,0,48.21752203,0.062239237,0,0.038156931,0.091846427,1
"bin_124, Bacteria, Chloroflexota, Anaerolineae","bin_124","Bacteria","Chloroflexota","Anaerolineae","","","","",0,0,0,0.033009083,0.064244938,0.090979097,0.096029481,0.149277418,0.355583743,0.083214024,1.381705416,0.448271192,27.29882673,1.023453981,0.271940818,8.43666646,0.199955394,0.086056351,0.46064023,0,0.16795012,0.057582659,0.274807999,0.210264558,0.131956699,4.160611487,9.053908713,1
"bin_386, Bacteria, Chloroflexota, Anaerolineae","bin_386","Bacteria","Chloroflexota","Anaerolineae","","","","",0,0,0,0.042294432,0.175546011,0,0,0,0.076056009,0,7.810951072,0,0.042991385,4.710672917,0,0.352125396,0.197347359,181.5525874,34.52385436,0,0.058005666,0,0.977945275,0.059954264,0.103903955,12.84382589,4.185459275,1
"bin_298, Bacteria, Bipolaricaulota, Bipolaricaulia, RBG~16~55~9, RBG~16~55~9, RBG~16~55~9","bin_298","Bacteria","Bipolaricaulota","Bipolaricaulia","RBG~16~55~9","RBG~16~55~9","RBG~16~55~9","",0,0,0,0,0,0,0,0,0.065695676,0,0.070799225,0.155858924,1.445228347,34.78857844,0.031857143,0.346379286,0.033134493,0,0.312921014,0,0.04005344,0,0.103969645,0.393696385,0.06255242,0.047448226,0,1
"bin_237, Bacteria, Bipolaricaulota, Bipolaricaulia, RBG~16~55~9, RBG~16~55~9, RBG~16~55~9","bin_237","Bacteria","Bipolaricaulota","Bipolaricaulia","RBG~16~55~9","RBG~16~55~9","RBG~16~55~9","",0,0,0,0,0,0,0,0,0.03163428,0,0,0.149849456,24.18866974,1.477622018,0.657927831,4.971557529,0.030467082,0,0.039965167,0,0,0,0,0.392882238,0,0,0,1
"bin_304, Bacteria, Myxococcota, UBA9042","bin_304","Bacteria","Myxococcota","UBA9042","","","","",0.054299469,0.333619515,0,0,0.050078996,0.032377021,0.065808948,0.097046375,0.189350568,0.064711797,1.340165713,6.396925086,20.89961305,2.71412043,1.554437725,6.344309713,1.016432301,0.256541456,1.404076371,0,0.162248135,0.082180388,0.295649337,0.170024816,0.154716072,2.998850986,4.171056386,1
"bin_22, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, UBA4823","bin_22","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","UBA4823","","",0,0,0,0,0,0.040769614,0.046948663,0.061966474,0.13490449,0.030891834,8.864902059,1.316998255,11.51870269,6.214323543,0.252804009,5.818198134,3.253599567,0.043948013,3.886094098,0,0.039065165,0,0.316356816,0.08647495,0.410216342,0.964133601,0.177090832,1
"bin_41, Bacteria, Acidobacteriota, Aminicenantia","bin_41","Bacteria","Acidobacteriota","Aminicenantia","","","","",0,0,0,0,0,0,0,0,0,0,3.335784264,4.388909039,10.07839966,0.384935448,3.258145602,3.48135184,0.149162045,0.05180074,2.373399066,0,0,0,0,0,0,0.682855162,0,1
"bin_69, Archaea, Crenarchaeota, Bathyarchaeia, B26~1, BA1","bin_69","Archaea","Crenarchaeota","Bathyarchaeia","B26~1","BA1","","",0,0,0,0,0,0,0,0,0.044156333,0,31.179482,0.476994528,0.520604013,0.053616419,0.508251186,2.842407098,0.077624633,0,1.072325917,0,0,0,0,0,0.079689343,0.031647471,0,1
"bin_73, Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrosopumilaceae, Nitrosotenuis","bin_73","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrosopumilaceae","Nitrosotenuis","",0,0,0,0,0,0,0,0,0,0,0.431771919,0,10.21804164,8.389305162,0.325697265,7.627339235,0.327370836,9.943818127,0.680349284,0,0.15517822,0.035993994,7.486555853,1.22274962,0.131817227,0.462942061,0,1
"bin_45, Bacteria, Bacteroidota, Kapabacteria, Kapabacteriales, NICIL~2, NICIL~2","bin_45","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","NICIL~2","NICIL~2","",0,0,0,0,0.042549653,0,0.041609481,0,0.032983567,0,3.342045209,0,0,0.076632844,0,0,0.154090673,45.49721058,8.252449611,0,0.048634932,0,2.357464505,0,0.442567909,36.79972922,5.072081631,1
"bin_238, Bacteria, Acidobacteriota, Aminicenantia","bin_238","Bacteria","Acidobacteriota","Aminicenantia","","","","",0,0,0,0,0,0,0,0,0,0,26.47293507,0.303349649,0.665125824,1.851173806,0.242786474,0.271103225,0.627108594,0.113358182,15.5031288,0,0,0,0,0,0.042736131,2.332207178,0.063339953,1
"bin_288, Bacteria, Patescibacteria, Paceibacteria, 2~01~FULL~47~10","bin_288","Bacteria","Patescibacteria","Paceibacteria","2~01~FULL~47~10","","","",0,0,0,0.037842019,0.079389833,0.043976003,0.057495411,0,0.058776364,0,0.567633089,0.115013443,0.15374753,38.14061924,0.051752371,0.449070954,0.357752116,1.096909928,0.60902828,0,0.031970983,0,0.125149832,0.049560999,0.789362487,4.602098503,0.305928617,1
"bin_270, Bacteria, Omnitrophota, koll11, UBA10183","bin_270","Bacteria","Omnitrophota","koll11","UBA10183","","","",0,0,0,0.033490149,0.05696802,0.034143479,0.043946443,0,0.063216819,0,0.092472757,0,0.462943446,0.451980654,0,4.250502416,0.135551251,0.067435636,0.057359332,0,0.041720149,0,0.035643652,0,23.27279893,0.083446992,0,1
