Reference Contig,TCS,TC,SLS,SL,SIS,SI,RVF,RSS,RS,QNS,QN,QHS2,QHS1,QH2,PLS,PGS,PG,PFS,PF,PBS,MTF,FAS,ETS,ESF9,EPS,EP,CYS,CY,BRS2,BRS1,BRF2,BRF1,BR1,BQS,BQ,BQF,ARS
OCGOBFKC_00413,0.363317135,0.365461564,0,0.263223462,0,0,0.242693643,0.053274713,0.043291204,0.182157243,0.164690044,0,0,0.023855556,0.055944134,0.044303083,0,6.959463502,1.375573943,0,0,0,0.164542265,0,0,0,0,0,0.032729585,0,0.107796728,0.066543487,0.155136665,0,0,0,0.116340029
OCGOBFKC_00908,0.110530283,0.034744585,0,0.240237751,0,0.034800627,0.092291949,0.081037591,0,0.059375198,0.175360103,0,0,0,0,0,0,8.686134295,1.478341868,0,0,0,0.083429881,0.040396809,0.021811497,0,0,0,0,0,0.163972488,0,0,0,0,0,0
OCGOBFKC_00941,0.294747422,1.389783411,0,0.640634003,0.227811167,1.670430104,0.123055931,0,0.175603759,0.422223629,0.200411547,0.794272625,0.019033515,0.241915493,0,0,0,6.393959967,1.758847761,0,0.301517258,0,0,0.754073765,0,0.095009088,0.10471744,0,0,0,0.765204944,0,0,0,0,0,0.235957241
OCGOBFKC_00942,0.306249761,0.288803772,0,0.554695295,0.05917534,0,0,0,0,0,0.138821657,0,0,0,0,0,0,6.894177728,1.197318232,0,0,0,0,0.111928719,0.241735222,0.394867037,0.108803974,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_00943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917731451,0.230686313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_00944,0,0,0,0,0,0,0,0,0,0.110574139,0,0,0,0,0,0,0,5.307797637,0.720043837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_01005,0,0.06470467,0,0,0,0,0.085937421,0.050305302,0,0.307150386,0.093306359,0,0,0,0,0,0,7.891487492,1.327139622,0.02535343,0,0,0,0,0.027079629,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_01048,0.063033334,0.198141812,0,0.09133537,0.097437307,0.039692282,0.052632356,0,0.037553816,0.29345814,0,0,0,0.020693976,0,0,0,7.120711498,0.856040778,0,0,0,0,0,0,0.040636417,0,0,0,0,0.046755207,0,0.044858795,0,0,0,0
OCGOBFKC_01049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518941946,0.70208878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_02083,0.14806887,0.279267799,0,0.160913965,0.028610719,0,0,0,0,0.026513453,0.033559481,0,0,0,0,0,0,7.757428113,1.797612216,0,0,0,0.111764558,0,0,0.190914487,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_02280,0,0.034622674,0,0.039899135,0,0.069357039,0.137952176,0,0.065620352,0,0,0,0,0,0,0,0,5.860600844,0.997212415,0,0,0,0,0,0.021734965,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_02282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.365906902,0.815240952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_02695,0,0,0,0.151280535,0,0,0,0,0,0,0,0,0,0,0,0,0,6.039527597,0.716099421,0,0,0,0,0,0,0,0.074184528,0,0,0,0,0,0,0,0,0,0.055719393
OCGOBFKC_02696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.795117976,1.256504175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_03017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.355043595,0.463026292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_03018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.575162521,0.337002614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_03076,0.157477929,0.330015459,0,0.570464225,0.142001025,0.429712092,0.043830959,0.03848608,0.093821741,0.319580217,0.166562774,0,0,0,0,0,0,7.820668016,1.468985755,0,0,0,0,0.230221278,0.103586372,0.203046177,0,0,0,0,0,0,0.037357324,0,0,0,0
OCGOBFKC_03077,0,0,0,0,0,0,0,0,0,0,0,0.220286548,0,0,0,0.099681937,0,3.212060078,0.269134032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_03106,0.2135415,0,0,0.773554663,0,0,0.445763833,0,0.063611566,0.152948355,0.048398707,0,0,0,0,0,0,6.817433635,2.46065401,0,0,0,0.08059213,0,0,0,0.075866717,0,0,0,0.079197596,0,0.227955916,0,0,0,0
OCGOBFKC_03243,0,0,0,0.218677953,0,0,0,0,0,0,0,0,0,0,0,0,0,4.200386256,1.242157072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCGOBFKC_03244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.582811831,0.987396195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEBOBEGD_00722,0.545923486,1.544472348,0,0.395521863,0,0,0.227920986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186154133,2.368495432,0,0,0,0,0,0,6.208944553,0.192995098,0.708646318,0.62493014,0.194258085,0,0,0,0
DEBOBEGD_00878,1.485945584,1.693233162,0.14549626,0.403713144,0.107671107,0,0,0.272363027,0.11066154,0,0,0,0,0.121959763,0,0,0,0,0,0,0,3.031527332,0,0,0.036653639,0,0,0,7.027758437,0.065664013,0.48221495,0.255148992,0.660937272,0,0,0,0
DEBOBEGD_00879,1.23910265,1.341628635,0.539229561,0.748108786,0.053205898,0,0,0.100941561,0.04101272,0,0,0,0,0,0,0,0,0.056351931,0,0,0,2.730596238,0,0,0.027168706,0.08875849,0.024457034,0,7.007576382,0.243360047,0.765924122,0.252164793,0.930819991,0,0,0,0
DEBOBEGD_01131,1.77378393,1.419292511,0.673667616,0.389426492,0,0,0.089763402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.797819853,0,0,0,0,0,0.559876304,8.498034954,0.152016687,0.598050342,0.590687392,0.765057527,0,0,0,0
DEBOBEGD_01255,1.298394666,1.632572825,0.478615435,0.110669134,0,0,0,0.111993556,0,0,0,0,0,0,0,0,0,0,0,0,0,2.209059,0,0,0.030143382,0,0,0,5.745117205,0.270005307,0.509870656,0.209830558,0.924025685,0,0,0,0
DEBOBEGD_01302,2.595285865,1.631627611,0.484032834,0.671530722,0.143278874,0,0,1.132611999,0.662662216,0,0,0.041628954,0,0.162292913,0,0.037675063,0,0.101167247,0.127149937,0,0,3.67662958,0.419777118,0,0.121938289,0.039836488,0.021953558,0.68961142,5.984102053,0.349518681,0.320843805,1.188351408,0.527708971,0,0,0,0
DEBOBEGD_01303,1.960321359,2.096735687,0.319076957,0.571790527,0.334511045,0,0.085031349,0.802620487,0.849392391,0.027352078,0,0,0,0.008358151,0.078403458,0.007761124,0,0,0.041908949,0,0.034724615,4.554869272,0.576498448,0,0.231099265,0.032825524,0,0.037882952,8.462867259,0.288005661,0.339913771,0.606177167,1.123325342,0,0,0,0
DEBOBEGD_01518,2.059750686,1.994211525,0.645377112,0.298458099,0.191038499,0,0.068795048,0.422841813,0.368145676,0,0,0.027752636,0.005320392,0.067622047,0,0.150700252,0,0,0.135626599,0,0,3.029815117,0.310946013,0,0.276393455,0.265576583,0.014635705,0.122597586,6.698483228,0.349518681,1.283375221,0.603607064,1.202003768,0.035421414,0,0,0
DEBOBEGD_02149,0.886740126,2.285683339,0,0.513954963,0,0,0.074042128,0.130026417,0.158489833,0,0,0.11947745,0,0.378454237,0,0,0,0,0.0729855,0,0,3.407460136,0,0,0,0,0,0.131948249,8.06812004,0.313480738,0.460419924,0.487233668,0.757277281,0,0,0,0
DEBOBEGD_02150,1.174211987,1.574856813,0.367913237,0.964146187,0,0,0.065363874,0,0,0,0,0.474632364,0,0.41119601,0,0,0,0,0,0,0,4.592985442,0,0,0,0,0,0,5.958906565,0.221390885,0.406455494,0.43012648,0.612809171,0,0,0,0
DEBOBEGD_02648,1.655040446,1.699492615,0.518570151,0.399692568,0,0,0.092129748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075246838,3.191294373,0.291491395,0,0,0,0,0,5.740159462,0.546084548,0.531974012,0.303129558,0.353351701,0,0,0,0
DEBOBEGD_02649,1.37536136,1.627622634,0,0.351688254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.674295284,0,0,0,0,0,0,4.117854163,0.228808621,0.600105497,0.148179312,0.460611954,0,0,0,0
DEBOBEGD_02928,0,0.238180123,0,0,0,0,0,0,0,0,0,0.145844887,0,0.106609655,0,0.164990793,0,0.088608554,0.17818529,0,0.036909871,0,0,0,0,0,0,0,6.606410276,0.153065078,0.682464804,0.644324523,0.616267029,0.093072818,0,0,0
DEBOBEGD_02932,0,0.053627512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070490935,0,0,0,0,0,0,5.955361421,0.120621936,1.075623875,0.468697605,0.546350864,0,0,0,0
AOMLMJCP_00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594992704,0,0,0,0,0,0,0,0,0,0,0,0,0.073260003,0,0,0,0,0.279700696,0,0,0
AOMLMJCP_00337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244459703,0,0,0,0,0,0,0.106251508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOMLMJCP_01163,0,0,0,0,0,0,0,0.052306081,0,0,0,0,0,0,0,1.565912617,0,0,0,0,0.048653921,0,0,0,0,0.045993036,0,0,0,0,0,0,0,0.245373792,0,0,0
AOMLMJCP_01164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533386242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOMLMJCP_01333,0,0,0,0,0,0,0,0.097657747,0,0.031801143,0,0,0,0,0,1.353531258,0,0,0.036544366,0,0,0,0,0,0.105139435,0,0,0,0.059996523,0,0.065867308,0,0,0,0,0,0
AOMLMJCP_02101,0.735456028,0.084067836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88662784,0,0.027365794,0.01375765,0,0,0,0,0,0,0,0,0,4.140867607,0,0.471137138,0.030614256,0,0.057489067,0,0,0
AOMLMJCP_02102,0.586740196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53660557,0,0.240154025,0,0,0,0,0.221440058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOMLMJCP_02169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214399238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOFFDGEP_01926,0.191017853,0.720544909,0.199504,0.092261692,1.08268066,0,0.159498459,0.420146212,0.493150921,0.114013226,0,0.729224436,0,0.313557809,0,0,0,0.104245357,0.890926452,0,0.043423378,1.394376476,8.266496613,0.139627104,0.276426433,0.287339857,0.135729096,0,3.26950628,0,0.377835185,0.116619823,0.181255008,0,0,0,0
DOFFDGEP_02581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.479193883,0,0,0,0,0,0,0,0.058798215,0,0,0,0,0,0.25383279
DOFFDGEP_02582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.283676605,0,0,0,0,0,0.079882377,0,0.855065573,0,0,0,0,0,0
ILGMMMCH_00571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.401748328,0.064135407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105847518,0,0,0
ILGMMMCH_01069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.740943076,0.149845159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366042579,0,0,0
ILGMMMCH_01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.338240559,0.222007179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244263504,0,0,0
ILGMMMCH_01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.491458602,0.108868905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399276881,0,0,0
ILGMMMCH_01998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.873405338,0.131537765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289448978,0,0,0
ILGMMMCH_02367,0,0,0,0,0,0,0,0,0,0.028604845,0.036206666,0,0,0,0,3.384620288,0.249687463,0.850010809,0.032871332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030195312,0,0,0
ILGMMMCH_02587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547714972,0,0.834301319,0,0,0,0,0.153857703,0,0,0,0,0,0,0,0,0,0,0.175266995,0,0,0
ILGMMMCH_02709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859840412,0.140987318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.240970904,0,0,0
ILGMMMCH_02783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.587782728,0.267295568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261415178,0,0,0
PGCKOEMA_00892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.662256879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGCKOEMA_00893,0,0,0,0,0,0,0.05518087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.641406935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGCKOEMA_01699,0,0,0,0.121943738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.176150968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGCKOEMA_01700,0,0,0,0.039759628,0,0,0,0,0,0.039306658,0,0,0,0,0,0.050189507,0,0,0.022584674,0,0,0,3.976629855,0,0,0,0,0,0,0,0.040706457,0,0,0,0,0,0
PGCKOEMA_03062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.706978006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGCKOEMA_03078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.014649363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGCKOEMA_03079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055111404,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296074588
KJBHJHPF_00187,0.051714334,0.22758562,0,0.112401188,0,0,0.086362153,0.075830892,0,0,0,0.034839388,0.006678976,0,0,0,0,0,0,0,0,0,15.22354798,0,0.020410099,0,0,0,0,0,0,0,0.073606853,0,0,0.048795835,0.041399417
KJBHJHPF_00188,0,0.098674622,0,0.113712536,0,0,0,0.05753669,0,0,0,0,0,0,0,0,0,0.064241202,0.064592168,0,0,0,17.47438859,0.057363469,0,0,0.027881018,0.0583871,0,0,0.291051166,0,0,0,0,0.14809536,0
KJBHJHPF_00492,0,0,0,0,0,0,0.126014007,0,0,0,0,0,0,0,0,0,0,0,0.124215707,0,0,0,8.600497643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KJBHJHPF_00533,0,0.138490698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045327837,0,0,0,13.63449172,0,0,0,0,0,0,0,0.163397146,0,0,0,0,0,0
KJBHJHPF_01788,0,0.436935596,0,0.335682762,0.044763633,0.948220779,0,0.084925003,0,0,0.210025385,0.078035087,1.047194492,0,0,0,0,0,0.286016979,0.171205821,0,0,16.43722587,0.423346631,0.137146828,0.074675039,0.082305589,0,0,0,0.687353308,0,0,0,0,0,0.092728584
KJBHJHPF_02672,0,0,0,0,0,0,0.062406937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.35477353,0,0,0,0.053106702,0,0,0,0.332629904,0,0.106379428,0,0,0,0.598320147
ANCGMOND_01375,0.041195014,0.362583914,0.645377112,0.417841338,0.015919875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016953325,0,1.488988771,0.0510643,0,0,0,0,0,0.490390343,2.337974756,1.135935714,0.641687611,0.339528974,0.996783613,0,0,0,0
JDCPJPND_00239,0,0,0,0,0.051077662,0,0,0.290711694,0,0,0,10.72957807,0,1.670591999,0.152639153,0,0,0,0,0,0,0,0,0,0.130409791,0.340832601,0,0,0,0,0,0,0,0,0,0,0
JDCPJPND_00240,0,0,0,0,0,0,0,0.129295932,0.735464057,0,0,8.197629758,0,1.621105617,0,0,0,0,0,0,0,0,0,0.257813342,0.208802193,0.11369065,0,0,0,0,0,0,0,0,0,0,0
JDCPJPND_00677,0,0,0,0,8.787901253,0.134834626,0,2.731619094,1.479815032,0,0,10.06886838,0,1.434067121,0.065942335,0,0,0,0,0,0,0,0,0.219123754,2.636661804,0.414125559,0,0,0,0,0,0,0,0,0,0,0
JDCPJPND_00734,0,0,0,0,0,0,0,0.193400637,0.314315972,0,0,9.003981275,0,1.356759663,0,0,0,0,0,0,0,0,0,0,0.381731741,0,0,0,0,0,0,0,0,0,0,0,0
JDCPJPND_00735,0,0,0,0,0.059031361,0,0,1.007942006,0.500534802,0,0,9.776220545,0,1.654913868,0.058802594,0,0,0,0,0,0,0,0,0,0.663154412,0.590859435,0,0,0,0,0,0,0,0,0,0,0
JDCPJPND_01041,0,0,0,0,0.072931531,0,0,0.322851164,0.712092597,0,0,9.111652024,0,1.796767935,0,0,0,0,0,0,0,0,0,0.04598274,0.173792607,0.527214757,0,0,0,0,0,0,0,0,0,0,0
JDCPJPND_01042,0,0,0,0,0,0,0,0.365312315,0.593707947,0,0,4.028096886,0,0.654323809,0,0,0,0,0,0,0,0,0,0,0.39329937,1.927327206,0,0,0,0,0,0,0,0,0,0,0
JDCPJPND_01043,0,0,0,0,1.206572454,0,0,3.89764671,1.659030673,0,0,10.80114689,0.021796444,1.856116128,0,0,0,0,0,0,0,0,0,0,0.366339332,0,0,0,0,0,0,0,0,0,0,0,0
GGGFMNOE_00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913893199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415247956,0,0,0
GGGFMNOE_00536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.653547433,0.180380833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGGFMNOE_02278,0,0,0,0.226669506,0,0,0,0,0,0,0,0,0,0,0,1.239897587,0.081500974,0,0.085836768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGGFMNOE_02783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.385054288,0.064557351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142058511,0,0,0
GGGFMNOE_02784,0,0.037376751,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486167067,0.139385189,0,0.02446673,0,0.040544934,0,0,0,0,0,0,0,0.026778751,0,0,0,0.04231,0.05111954,0,0,0
GGGFMNOE_03076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022691022,0.280898396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGGFMNOE_03078,0,0,0,0.078152945,0,0,0,0,0,0,0,0,0,0,0,1.249620989,0.210754238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27825894,0,0,0
GGGFMNOE_03082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.798666148,0.162104361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149401465,0,0,0
GGGFMNOE_03137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77422864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.969896388,0,0,0
GGGFMNOE_03139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294420521,0.177766618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999013019,0,0,0
GGGFMNOE_03140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617384903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.612043597,0,0,0
PBFEOGMH_00147,0,0.132895114,0.165581603,0.306296392,0.53098411,0.732102083,0.176504467,0,0,0.189254278,0.095819662,0.071203733,118.8531497,0.173494949,0,0,0,1.038241641,0.434964093,0.390545265,0,0.043671152,0,1.15885795,0.87598496,1.430894441,0.037550193,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_00308,0,0,0,0,0.094404239,0.076913448,0.050993995,0.089551268,0,0.043742039,0.055366614,3.332584048,130.253008,20.10995485,0.141057583,0,0,0,0.32673081,0.135399156,0,0.025234109,0,0,0.457956562,1.220515575,0.021697291,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_00309,0.025072365,0,0,0.018164942,0.019378506,0,0.020935234,0.036764658,0,0.008978997,0,0.067563925,128.1910878,0.00823131,0.096517036,0,0,0,0.020636475,0.148232516,0.017098822,0,0.018924989,0,0.019790623,0.032327373,0.017815347,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_00456,0,0,0,0,0,0,0,0,0,0,0,0,121.9675075,0,0,0,0,0,0,0,0,0.084497278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_00458,0,0,0,0,0.244575497,0.159409324,0.105689167,0,0,0,0,0,126.315845,0,0,0,0,0,0,0,0,0.156899179,0,0,0,0.163201094,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_00459,0.129981782,0.040859057,0,0.094171872,0.075347482,0.204624806,0.108533803,0,0.077440167,0.02327475,0,0.043783662,116.4452709,0.021336646,0.150110969,0,0,0.15960547,0.187223675,0.288178742,0,0.107414759,0,0.617577715,0.69254889,0.712273098,0.02308987,0.048353706,0,0,0.048207232,0,0,0,0,0,0.260139194
PBFEOGMH_00643,0,0,0,0,0.063182003,0.102951855,0.091010116,0,0,0,0.049407013,0,127.3464081,0,0.335664805,0.033227312,0,0,0.022427836,0.080549961,0,0.067553813,0,0.119507226,0.021508559,0.035133569,0,0,0.024547189,0,0,0,0,0,0,0,0
PBFEOGMH_00866,0,0,0,0.145319534,0,0,0,0,0,0,0,0,132.6467546,0,0.077213629,0,0,0,0,0,0,0.082877522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_00972,0,0.085804019,0,0,0,0,0.056980247,0,0,0,0,0.18389138,119.5089575,0,0,0,0,0,0,0.15129384,0,0.140981871,0,0,0.107729827,0.219966692,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_00988,0,0,0,0,1.459960518,0.886692566,0,0.075540511,0,0,0,2.568242298,133.1389787,0.304432385,0.158651199,0,0,0.028114311,0,0.050762339,0,0.042572206,0,0.878652691,2.006084969,5.579549001,0,0.153314049,0,0,0,0,0,0,0,0,0
PBFEOGMH_00991,0,0,0,0,0,0,0,0,0,0,0,0,109.648448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01096,0,0.158195787,0,0,0.072931531,0.356514641,0,0,0,0.067585395,0,0,134.92401,0,0.435893374,0.019177287,0.024580955,0.102991906,0.155331866,0,0,0.051985299,0,0.459827403,0.198620123,0.364994832,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01097,0,0,0,0.125649211,0.067021794,0,0,0,0,0.186326588,0,0.233674129,129.1276766,0,0,0.052869978,0,0,0.071372561,0.128167894,0,0.143318587,0,0,0.273788511,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01205,0,0.033505814,0,0.077224133,0,0.067119716,0.178002807,0,0,0.07634434,0,0,125.0450549,0.017496774,0,0.081234856,0.020824952,0.523527619,0.109664122,0.078772118,0,0.022020937,0.080455301,0.038956515,0.273439884,0.481013751,0.018934478,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01209,0,0,0,0.125649211,0,0,0,0,0,0,0,0,113.1015096,0,0.133524121,0,0,0,0,0.192251841,0,0.071659294,0,0,0,0,0,0,0,0,0.0643207,0,0,0,0,0,0
PBFEOGMH_01264,0,0,0,0.052523111,0.028016038,0.136952122,0,0.159455029,0,0,0,0.537234631,128.992768,0.047600924,0,0.088401533,0.056655412,0.296726104,0.328181915,0,0,0.029954578,0,0.317949941,0.858355437,1.074941155,0,0,0,0,0.107547775,0,0,0.124670287,0,0,0
PBFEOGMH_01265,0.175366483,0.275627436,0,0.508212449,0.643821086,1.049073655,0.146429684,0.064286804,0.574636323,0.062802816,0.278224968,0.531641279,106.4834245,0.287865922,0.270032022,0.13365176,0.034262281,0.502445152,0.18042505,0.129599937,0,0.072459956,0,0.512746087,1.072784454,2.26111013,0.124607903,0,0.078989836,0,0.260157467,0,0.06240134,0,0,0,0
PBFEOGMH_01282,0,0,0,0,0.518047459,0.351721641,0,0,0,0,0,12.86912448,8.800799261,1.026892526,0.860066403,0,0,0,0,0,0,0,0,0.898218012,0.749508229,1.008245905,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01283,0,0,0,0,0.045096449,0.073482365,0,0,0,0,0,11.24198415,7.21907965,0.766215613,0.269530103,0,0,0,0,0,0,0,0,0.682390704,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01461,0,0,0,0,0,0,0,0,0,0.080012129,0,0,115.9252821,0,0,0,0,0,0,0,0,0.046157766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01462,0,0,0,0,0,0,0,0,0,0,0,0,124.5548629,0,0.194119405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01478,0,0,0,0,0.124207625,0,0,0,0,0,0,0,117.7775714,0,0,0,0,0,0,0.158350777,0,0,0,0,0,0,0,0,0.096513179,0,0,0,0,0,0,0,0
PBFEOGMH_01479,0,0,0,0,0,0,0,0,0,0,0,0,100.0404788,0,0,0,0,0,0,0,0,0.073695069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01651,0,0,0,0,0,0,0,0,0,0,0,0,123.5854157,0,0,0,0,0,0,0,0,0.042111468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01652,0,0,0,0,0,0,0,0,0,0,0,0,50.61338753,0,0.377622905,0,0,0,0,0,0,0.405322879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01653,0,0,0,0,0,0.095032482,0,0,0,0,0,0,110.6896805,0,0.116191663,0,0,0,0,0,0,0.062357366,0,0,0.119124328,0.09729296,0.107234686,0,0,0,0,0,0,0,0,0,0
PBFEOGMH_01654,0,0.124904585,0,0,0.127963551,0.208510087,0,0.048554168,0,0.023716675,0,0.178459989,88.03639112,0.086967089,0,0.040377494,0,0.108423969,0.163524475,0.195766994,0,0.02736357,0.049987524,0.096815981,0.339780785,0.768491228,0.047056571,0,0,0,0.04912256,0.060647229,0,0,0,0,0
PBFEOGMH_02473,0,0,0,0,0,0,0,0,0,0,0,0,68.50301969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPEKMGKC_00407,0,0,0,0,2.332873975,0.108608551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPEKMGKC_00411,0,0,0,0,2.548517787,0.290687592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578455145,0,0,0,0,0,0,0,0,0.093864201,0.113408055,0,0,0
