Reference Contig,TCS,TC,SLS,SL,SIS,SI,RVF,RSS,RS,QNS,QN,QHS2,QHS1,QH2,PLS,PGS,PG,PFS,PF,PBS,MTF,FAS,ETS,ESF9,EPS,EP,CYS,CY,BRS2,BRS1,BRF2,BRF1,BR1,BQS,BQ,BQF,ARS
PPIGCAKM_00603,0,0.759035555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658884119,0.496862829,0,0,0,0,0,0,0,0,0,1.087629282,0,0.89554205,0,0.286406151,0,0,0,0
PPIGCAKM_00604,0.118009776,0.667723007,0,0,0,0,0,0,0,0.084524091,0,0,0,0,0,0,0,1.449049659,0.874179714,0,0,0.048760647,0,0,0,0,0,0.175600302,0.903631847,0,1.400546965,0.108070626,0.251951276,0,0,0,0
PPIGCAKM_00606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159910584,0.044855672,0,0,0,0,0,0,0,0.077447273,0,1.472831319,0,1.616950923,0.399260923,0.155136665,0,0,0,0
OLANHFOJ_03361,0,0,0.904715248,0.029885029,5.164817441,0.285721838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494270213,0,0.060303252,0,0,0,0,0.130058166,0.145824154,0,0.113325045,0.058711379,0.425615514,0,0,0
HGBEDAGM_00058,0.082390027,0.129494255,5.7438563,6.387003308,0.015919875,0,0,0,0.04908609,0,0,0,0,0,0.126865438,0.025116709,0,0,0,0,1.208047494,0.391492965,0.031094601,0.030112057,0,0,0.014635705,0.735585515,0.092776776,0.145632784,0.030556553,0.037725442,0.029317165,0,0,0,0
HGBEDAGM_01678,0,0,0.806192393,0.745655971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212628396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGBEDAGM_01679,0.260863716,0.164002142,3.950566047,3.968913982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304625922,0.251502285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGBEDAGM_01940,0,0.574803625,3.580903104,5.299224957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766656946,0.251851109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGBEDAGM_01990,2.980120297,2.914440318,4.461271406,5.757596736,0,0,0.110594571,0,0,0,0,0,0,0,0.305922354,0,0,0,0,0,2.213034899,2.927901979,0,0,0,0,0,3.399755205,6.144875985,11.00357072,0.933328634,4.791131072,8.012121444,0,0,0,0
HGBEDAGM_02004,0,0.144050543,2.512731034,2.490055523,0,0,0,0,0,0,0,0,0,0,0.352815561,0,0,0,0,0,7.969299218,1.230761443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGBEDAGM_02108,0.273199308,1.391234882,7.532882097,3.463828323,0,0,0,0,0,0,0,0,0,0,0.462744169,0,0,0,0,0,15.65055639,6.998786702,0,0,0,0,0.077649486,2.134254318,7.112660073,0.444275051,5.289076023,0.800606759,1.71095894,0,0.050177179,0,0
HGBEDAGM_02109,0.415219583,0.991967102,8.066189496,4.271740753,0,0,0,0,0,0,0,0,0,0,0.255744613,0,0,0,0,0,14.83815884,7.651809695,0,0,0,0,0,0.926779369,6.807753654,0.469723519,3.880682216,0.152099399,1.536591732,0,0,0,0
DDCABKGJ_00064,0,0,0,0,0,0,0,1.500957118,0.135520292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.271763345,0,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_00165,0,0,0,0,0.401278068,0,0,3.103760352,0.190349113,0,0,0,0,0,0,0,0,0,0.032871332,0,0,0,0,0,11.03339835,0,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_00166,0,0,0,0,0.304967883,0,0,4.307215865,0.261198328,0,0,0,0,0,0,0.080191056,0,0,0.03608501,0,0,0,0,0.128186522,10.45099694,0,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_01076,0,0,0,0,0,0,0,2.389501861,0,0,0,0,0,0,0.264129682,0,0,0,0,0,0,0,0,0,3.858847094,0,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_01079,0,0,0,0,0.156125414,0,0.033733479,2.7250324,0,0,0.018313024,0,0,0,0,0,0,0.198428422,0.099756244,0,0,0,0,0,4.544202176,0,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_01080,0,0,0,0,0.145280774,0,0,1.24031187,0.111986828,0.067315593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.893223207,0,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_01263,0,0,0,0,0.278872291,0,0,3.968047554,0.322444833,0,0.081777125,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3953092,0.232608456,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_01759,0,0,0,0,0.367604384,0.079865682,0,3.301094915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092708636,7.983977204,0.081765397,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_01760,0,0,0,0,0,0,0,1.798021548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.322924402,0,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_02162,0,0,0,0,0.376737412,0,0,3.144862534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.694987667,0.125695253,0,0,0,0,0,0,0,0,0,0,0
DDCABKGJ_02164,0,0,0,0,0.377127814,0,0,1.550211324,1.162806237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.868474225,1.258255067,0,0,0,0,0,0,0,0,0,0,0
NKFPMBIK_01255,0.034839734,0.021903357,0,0.063103516,6.206842943,0.010969343,0,0.063858701,0.134918648,0.018715379,0,0.821490347,0.008999198,0.223040177,0,0.148693145,0,0.014259978,0.057351536,0,0,0.287909703,0.039446314,0.101866315,0.323129699,0.48290135,0.043322337,0.025921021,0.10984935,0.049266229,0,0,0.012397159,0.044935267,0,0,0
NKFPMBIK_01287,0,0,0,0,4.913800372,0.083404035,0,0,0.1578211,0,0,0.178459989,0.008553035,0.021741772,0,0,0,0,0,0,0,0.02736357,0,0.290447942,0.026136983,0.469633528,0.047056571,0,0.05965899,0.046823705,0,0,0,0,0,0,0
NKFPMBIK_01288,0,0,0,0,6.639718235,0,0,0,0.05533077,0,0,0.250266375,0,0.060979882,0,0,0,0,0,0,0,0,0,0.271543046,0.549804592,0.239490363,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171882814,5.832737557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.444915614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00005,0,0,0,0,0,0,0,0,0,0.054837581,0,0.103158579,0,0.050271219,0,0,0,0,6.931842394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00006,0,0,0,0,0,0,0,0,0,0,0,0.044149287,0,0.322722338,0.10090967,0,0,0,7.686333116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.993087731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.335638658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00513,0,0,0,0,0,0,0,0,0,0,0,0.490661454,0,2.319357772,0,0,0,0,8.182673689,0,0,0,0,0.053237558,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00514,0,0,0,0,0,0,0.073010901,0,0,0,0,1.413761024,0,11.22420501,0,0,0,0,8.672263193,0,0,0,0,0,0,0.225481177,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28457817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06290815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_00774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.283797642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_01206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81047448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_01296,0,0,0,0,0,0,0,0.108559792,0,0,0,0.598514396,0,4.107656602,0,0,0,0,5.392836648,0,0,0,0,0,0.029219175,0.334100353,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_01306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18339722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_01439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.754736498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_01669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.306636853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_01670,0,0.037026125,0,0,0,0,0.049176198,0.043179504,0,0,0.026696472,1.110938541,0,9.048819508,0,0.03590794,0,0,6.64099586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_01756,0,0,0,0,0,0,0,0,0,0.059796298,0,0,0,0,0,0,0,0,6.940222281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_02082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.510076751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGDCAIEK_02083,0,0,0,0,0,0,0.049084107,0,0,0,0,1.465276817,0,10.53718651,0.045258176,0,0,0,6.120531253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00040,0,0,0,0,0,0.410098677,0.435035907,0.19099316,0,0.09329215,0,65.50462742,0,329.736438,1.253520017,0,0,0,0.321620752,0,0,0,0,0.428440844,3.0329746,12.13376433,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00041,0,0,0,0,0,0.078129471,0.310801345,0,0,0.177734452,0,67.5382885,0,334.7079651,1.814978074,0,0,0,0,0,0,0,0,0.090693231,2.35046896,10.87835277,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00043,0,0,0,0,0,0.249422792,0.165368539,0.145203002,0.058996216,0,0.089774257,62.8421235,0.012789081,331.4371986,1.219829196,0,0,0,0,0.146362074,0,0,0,0.796212181,2.266744317,10.6610986,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00213,0,0,0,0,0,0.10385336,0,0,0.196516291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602768496,2.885687757,10.10074722,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00214,0,0,0,0,0,0.34343785,0,0.133289628,0.072207723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620145606,2.846105574,12.65785165,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00412,0,0,0,0,0,0.262855801,0.139419752,0,0.248694153,0.119592597,0,67.88575251,0,355.4061573,1.799734697,0,0.065244131,0,0,0,0,0,0,0.488199732,2.43824689,11.19490058,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00504,0,0,0,0,0,0.19899419,0.087956085,0,0.376546315,0.075447679,0,47.33351769,0,244.6023784,1.135403098,0,0,0,0,0,0,0,0,0.153995889,3.325887287,10.32219537,0,0,0,0,0,0,0,0.181148437,0,0,0
KLOOKIGI_00505,0,0,0,0,0,0,0,0,0,0,0,28.1966782,0,136.3774399,3.222382125,0,0,0,0,0,0,0,0,0,1.032410845,7.082927482,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00506,0,0,0,0,0,0.095491576,0,0,0,0.054307749,0,60.58199339,0,304.7868752,1.634541658,0,0,0,0.374447349,0.112069511,0,0,0,0.554236411,2.513695971,7.234460092,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_00507,0,0,0,0,0,0.370626679,0,0.191788965,0.077924168,0.117101085,0,58.99273768,0.016892244,343.6702898,1.107693855,0,0,0,0.215307226,0.048329977,0,0,0,0.478028904,2.684268198,8.558537374,0,0,0,0,0,0.119778277,0,0,0,0,0
KLOOKIGI_00945,0,0,0,0,0,0.237744491,0,0,0,0.193156428,0,62.89748707,0,334.3476617,0.788985314,0,0,0,0.133179727,0.079719549,0,0,0,0.709651157,2.660852694,13.24789087,0,0,0,0,0,0,0,0.09275298,0,0,0
KLOOKIGI_01073,0,0,0,0,0,0.330363614,0.073010901,0,0,0.031313939,0,57.90529528,0,306.2973592,0.80783953,0,0,0,0.827643375,0,0,0,0,0.191744184,2.41566883,9.977542095,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_01074,0,0,0,0,0,0.228781901,0,0,0,0.052044926,0,64.71529268,0,301.3195221,1.23077095,0,0,0,1.285862599,0,0,0,0,0.424914582,2.781773667,10.16531259,0,0,0,0,0,0.133086974,0,0,0,0,0
KLOOKIGI_01083,0,0,0,0,0,0.310066764,0,0,0,0.088170228,0,16.91800692,0,123.0609882,0.18955189,0,0,0,0,0,0,0,0,0.089981911,2.18628179,5.793318836,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_01084,0,0,0,0,0,0.125902906,0.333896986,0,0,0.143206422,0,54.82188549,0,274.3783948,0.923612711,0,0,0,0,0,0,0,0,0.584595858,2.761863408,7.991656121,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_01243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.107591173,12.35197578,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_01244,0,0,0,0,0,5.366044627,0,0,0,0,0.039416121,0,0,0,0,0,0,0,0,0,0,0,0,3.622955907,3.191608043,8.801104983,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_01246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.862881608,8.52517126,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_01845,0,0,0,0,0,0.25838897,0.342626319,0,0.122233989,0.220425571,0,68.00375331,0,347.4940547,0.315919816,0,0,0,0.042217103,0,0,0,0,1.124773893,1.983848291,11.24274203,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_01997,0,0,0,0,0,0.226164259,0,0.105330324,0,0,0,0,0,0,0,0,0,0,0.059123266,0,0,0,0,0.315039644,2.29634632,9.446990561,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02345,0,0,0,0,0,0.447790594,0.33929985,0,0,0,0,66.18006753,0,350.1569396,1.877115801,0,0,0,0,0,0,0,0,0.222770752,3.848988006,6.221711611,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02532,0,0,0,0,0,0.331286417,0,0,0,0.062802816,0,57.65354314,0,345.6693987,2.565304206,0,0,0,0,0.388799812,0,0,0,0.256373044,2.560840309,8.931385013,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02533,0,0,0,0,0,0.408404054,0,0.047550983,0.309120666,0.139359968,0,73.27349589,0.016752639,388.2698676,1.547941827,0,0,0,0.106763914,0,0,0,0,0.379262602,2.866859868,9.742161176,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02598,0,0,0,0,0,0,0,0.080190508,0.065163067,0.058754551,0,1.768432779,0,13.08847107,0,0,0,0,1.282840963,0,0,0,0,0.519669053,2.266267709,8.743484397,0,0,0,0,0.16225849,0,0,0,0,0,0
KLOOKIGI_02602,0,0,0,0,0,0,0,0,0,0.030301089,0,0,0,0,0,0,0,0,0.139282302,0,0,0,0,0,2.571287388,8.891160412,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.563226926,11.16520588,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.832165726,8.194533807,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02702,0,0,0,0,0,0.139202509,0.184583897,0,0,0,0,55.25158951,0,283.9120224,1.191373673,0,0,0,0,0,0,0,0,0.646348941,1.919411712,6.698140677,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02703,0,0,0,0,0,0,0.689760879,0,0,0.07395858,0,114.5026291,0,520.3649997,2.38498677,0,0,0,0,0,0,0,0,1.660521457,4.319824327,14.51201307,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02704,0,0,0,0,0,0.767641019,0.254474887,0,0,0.109142758,0,85.82192832,0,419.1277513,4.692789502,0,0,0,0,0.675681226,0,0,0,2.004936764,5.292358508,14.34268256,0,0,0,0,0,0,0,0,0,0,0
KLOOKIGI_02705,0,0,0,0,0,0.691145323,0.183293101,0,0,0,0,44.88299913,0,243.8751775,1.605557527,0,0,0,0,0,0,0,0,0.561600391,3.20552738,10.33074338,0,0,0,0,0,0.201026479,0,0,0,0,0
KLOOKIGI_02754,0,0,0,0,0,0,0,0.306862344,0.124678669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535392373,3.46890044,9.848642022,0,0,0,0,0,0,0,0,0,0,0
LHEPCCGP_00414,1.524215508,0.336685063,0.193613134,0,0.015919875,0,0.068795048,0.030202987,0,0,0.018673517,0.083257908,0,0.013524409,0,0.037675063,0,0,0.03390665,0,0,0.170214332,0,0.030112057,0,0,0.02927141,0,3.525517489,0,1.008366245,0,0.087951495,0,0,0,0
LHEPCCGP_00483,1.619356373,0.469879153,0.487874365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154408716,0,0,0,0,0,0,2.889554779,0,0.692978967,0,0.354598092,0,0,0,0
LHEPCCGP_00484,0,0.647046703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.549688317,0,1.52682579,0,0,0,0,0,0
LHEPCCGP_00485,1.111928627,0.322641816,0.133999281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282732036,0,0,0,0,0,0,2.928004715,0,0.888221543,0,0,0,0,0,0
LHEPCCGP_00643,0.640624499,0.230144891,0.143375323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226886276,0,0,0,0,0,0,3.627544894,0.258827245,0.610952885,0,0.065130262,0,0,0,0
LHEPCCGP_00644,0.637732289,0.133645087,0.222021381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175670413,0,0,0,0,0,0,3.032104206,0,0.36792021,0,0.050428171,0,0,0,0
LHEPCCGP_01075,0.927148537,0.124904585,0.311251493,0.047979973,0,0,0.055297286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08209071,0,0,0,0,0,0,4.05681133,0.09364741,0.835083515,0,0.094260252,0,0,0,0
LHEPCCGP_01076,0.523176674,0.109638469,0.273209644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288229603,0,0,0,0,0,0,3.770448177,0,0.258712148,0,0,0,0,0,0
PBLOJFID_00559,0,0,0,0,0,0,0,4.152298154,1.177036384,0.031445326,0,0.05915387,0,0.028826853,0,0,0,0,0,0,0,0,0,0,1.923316428,0.226427252,0,0,0,0,0,0,0,0,0,0,0
PBLOJFID_02228,0,0,0,0,0,0,0,2.561633482,2.211691168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90493055,0.070389341,0,0,0,0,0,0,0,0,0,0,0
PBLOJFID_02229,0,0,0,0,0,0,0,3.449065858,1.070130263,0,0,0,0,0,0,0,0,0.070017658,0,0,0,0,0,0,3.105671862,0.110283028,0,0,0,0,0,0,0,0,0,0,0
PBLOJFID_03276,0,0,0,0,0,0,0,7.349996268,1.567815595,0,0,0.084421192,0,0,0,0,0,0,0,0,0,0,0,0,5.04459431,0.807861703,0,0,0,0,0,0,0,0,0,0,0
PBLOJFID_03277,0,0,0,0,0,0,0,6.338468093,3.249821039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.711855399,0.265402435,0,0,0,0,0,0,0,0,0,0,0
AHJPAABL_00039,0.463329896,3.859597769,0.362935321,1.007048285,0,0,0.290157713,0,0,0,0,0.156070175,4.039178755,0.038028044,1.070163805,0,0,0,0,0,22.27667361,3.158826275,0,0,0,0,0.246916768,8.876562844,0.626089181,5.077693906,0.171838327,4.349144811,4.204146381,0,0,0,0
AHJPAABL_00487,0.537510282,2.162731446,0.168416904,0.856738281,0,0,0,0,0,0,0.048730205,0.217268925,1.804924753,0,0,0.196632863,0.084012991,0,0,0,7.551355175,1.643500989,0,0,0,0,0.267352231,3.359257823,0.193687406,2.052225271,0,1.279822684,1.912643818,0,0,0,0
AHJPAABL_00689,0,0,0,0,0,0,0,0,0,0,0,0,0.638447036,0.081146457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111332131,0,0,0,0,0,0,0,0
AHJPAABL_00710,0.335130966,1.264158861,0,0.404670945,0,0,0,0,0,0,0,0.301032152,1.810656241,0,0,0,0,0,0,0,4.685320673,0.623129835,0,0,0,0,0,3.241419089,0.327062898,1.224248264,0,0.92071558,1.351510877,0,0,0,0
AHJPAABL_00711,0,1.614675636,0.447070327,0.206750065,0,0,0,0,0,0,0,0.192250079,1.474232246,0,0.219707872,0,0,0,0,0,5.254623495,0.589560551,0,0,0,0,0.101385521,0.636950185,0.128538006,0.80707041,0,1.306672111,1.218527989,0,0,0,0
AHJPAABL_00712,0,0.502800623,0,0.144856733,0,0,0,0,0,0,0,0,2.169093304,0,0,0,0,0,0,0,2.318033955,0.413067902,0,0,0,0,0.142068884,0.148756943,0.540350853,0.282731672,0.296612653,0.732402202,0.569163816,0,0,0,0
AHJPAABL_00713,0,0,0,0,0,0,0,0,0,0,0,0,1.718182582,0,0,0,0,0,0,0,0.050970775,0,0,0,0,0,0.053106702,2.83594487,0.605964886,0,0,0,0.106379428,0,0,0,0
AHJPAABL_00718,0,1.575087866,0,0.373703168,0,0,0,0,0,0,0,0.049642039,1.969968793,0,0.113464159,0,0,0,0,0,4.924781888,0.517595414,0.111239841,0,0,0,0,0.65788282,0.26552452,0.781494235,0,1.079691509,0.996370695,0,0,0,0
AHJPAABL_02819,0.319010167,3.369377344,0.599728487,1.109390591,0.123281958,0.441939672,0.266371071,0.046777796,0.114035368,0.091395968,0.231369428,0.171930965,2.00234898,0.020946341,0.196486715,0.038900268,0,0,0.236312809,0.094302393,10.87790922,0.896323765,0,0.233184831,0,0.164527932,0.770694818,6.218463524,0.54602527,2.390864069,0.236626964,1.694424404,2.724351194,0,0,0,0
AHJPAABL_02820,0.129179426,0.324854723,0.607132543,0.280771693,0.249607915,0.081344676,0.215727682,0,0.076962141,0,0.11711292,0.174053569,2.035411187,0,0.099456238,0.157522074,0,0,0.159486834,0.09546662,4.669174665,0.800637786,0.195013055,0.188850925,0,0.083279571,0.688420207,0.192220906,0.698231144,0.822016158,0.095819314,0.828096729,0.275798516,0,0,0,0.206826717
AHJPAABL_02822,0.107871479,0.271270439,0,0.078152945,0,0,0,0,0,0,0,0,1.852922488,0,0,0,0,0,0,0,0.882792798,0.044571588,0,0,0,0,0,0.561800277,0.097176499,0.07626954,0,0.296358623,0.383843295,0,0,0,0
LAEBIDIB_01049,0,0.200694147,0,0,0,19.49873242,0.088850554,0.312063401,0.063395933,0.49539713,0.530581078,0,0,0,0,0.064877736,0,0.261320142,0.0875826,0.078638606,0.145137121,0,0,11.58936517,0.083992747,0.274399128,0.037804771,0.07916895,0,0,2.683590414,0.877020603,0.075727728,0,0,0,0.085184563
LAEBIDIB_01245,0,0,0,0,0,0.442839753,0.160148147,0.046873067,0,0,0,0,0,0,0,0,0,0,0,0,0.218001276,0,0,0.747711199,0,0,0,0,0,0,2.987572052,0.058547427,0,0,0,0,0
LAEBIDIB_01539,0.198674686,0.416348617,0,0.287879837,0.460668785,1.751484729,0.718864714,0.048554168,0.118365825,0.403183481,0.27017506,0,0,0.021741772,0,0,0.077632257,0.650543813,0.926638694,0,2.393690809,0,0.049987524,1.54905569,0.07841095,0.683103313,0.21175457,0,0.029829495,0,11.78941433,0.242588915,0.047130126,0,0,0.062487494,0.106031418
LAEBIDIB_01540,0.370755124,0.505027594,0.096806567,0.358149718,0.334317373,0.972773437,0.722348007,0.13591344,0.331331108,0.708138842,0.672246605,0.083257908,0.111728231,0,0.095149078,0.075350126,0.120727329,0.961088842,1.32235934,0.091332239,2.528471498,0,0.046641902,1.445378734,0.292651893,0.677220288,0.39516404,0.045974095,0.055666066,0,15.07965885,0.452705298,0.087951495,0.05313212,0,0,0.197869655
LAEBIDIB_01960,0,0.104142081,0,0,0,0.782325444,0.138316166,0,0,0.118645954,0,0.055798176,0,0.027191557,0,0.075747752,0,0,0.170427883,0,0,0.034222512,0,0.787044951,0,0,0,1.478934466,0,0,3.809007347,0,0.058943746,0,0,0,0
LAEBIDIB_02280,0,0,0,0,0,0.470637053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409739061,0,0,0,0,0,0,3.464894836,0.085555912,0,0,0,0,0
LAEBIDIB_02281,0,0.042624027,0,0,0.104802978,0.768470005,0.169833132,0,0,0.024280138,0.030732656,0,0.008756239,0,0,0,0,0,0,0,0.092473976,0.028013676,0,0.495580722,0,0,0.024087273,0,0,0,2.665349773,0.248352367,0.048249848,0,0,0,0.054275262
LAEBIDIB_02847,0,0,0,0,0,0.528119441,0.200083308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087577815,0,0,0,0,0,0,3.021599894,0,0,0,0,0,0
LAEBIDIB_03056,0,0,0,0,0,0,0.11371329,0,0,0.024385475,0,0,0,0,0,0,0,0,0,0,0.046437582,0,0,0.199092299,0,0,0,0,0,0,3.788084593,0.124714909,0.096918351,0,0,0,0
LAEBIDIB_03178,0,0.215682234,0,0,0,60.3804193,0.28645807,0.083842171,0.03406521,1.023834619,1.218166359,0.038520052,0,0.037543169,0,0.034861443,0,0.234029878,0.258839288,0,0.272958247,0,0,44.59513363,0.135398144,0.110584348,0,0,0,0,4.07153544,0,0.28484109,0,0,0,0
LAEBIDIB_03179,0.189100003,0.237770174,0,0,0.29231192,186.7124926,0.473691206,0.138642625,0,3.182892129,2.228672982,0.382183891,0,0.124163855,0,0.057647385,0,1.393182684,1.400794,0,0.386886603,0,0.285470918,125.0938289,0.223896328,0.243818502,0,0,0.085175787,0,2.945578068,0.519520237,0.94203469,0,0,0,0
LAEBIDIB_03234,0,0,0,0,0,0.104035559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225344477,0,0,0,0,0,0,0,0,0,1.838217892,0,0,0,0,0,0
ANHKPKPM_00809,0,0,0,0,0,0,0,0,0,0,0,0,24.32483206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHKPKPM_00810,0,0,0,0,0,0,0,0,0,0,0,0,21.50706191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
